_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine,label
1003385,5272,20785,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea,0
1003388,5272,19100,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,hale & hearty soup,1100 avenue of the americas,10036,soups & sandwiches,0
1003448,5272,7553,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american,0
1003517,5272,13665,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,ropes & gray cafe,1211 avenue of the americas,10036,american,0
1003518,5272,5537,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,europa cafe,1177 avenue of the americas,10036,cafã©/coffee/tea,0
1003563,5272,17245,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,pret a manger,1200 avenue of the americas,10036,sandwiches,0
1004601,5278,23171,sake bar hagi 46,"358 w 46th st, ,",10036,bars izakaya,sake bar hagi 46,358 w 46th st,10036,japanese,1
1005611,5281,23354,haru sushi,"229 w 43rd st, ste 221,",10036,japanese sushi bars,haru,229 w 43rd st,10036,japanese,1
1005832,5281,20642,haru sushi,"229 w 43rd st, ste 221,",10036,japanese sushi bars,yahoo nyc cafe,229 w 43rd st,10036,american,0
1006086,5283,6584,frisson espresso,"326 w 47th st,",10036,coffee & tea cafes,frisson espresso,326 w 47th st,10036,cafã©/coffee/tea,0
1006110,5283,14300,frisson espresso,"326 w 47th st,",10036,coffee & tea cafes,fresh from hell,326 w 47th st,10036,"juice, smoothies, fruit salads",0
1006967,5285,7449,foundry kitchen & bar,"westin new york at times square, 270 w 43rd st eighth ave,",10036,lounges breakfast & brunch cocktail bars,foundry kitchen & bar,270 w 43rd st,10036,american,0
1009078,5291,19672,hunt & fish club,"125 w 44th st, ,",10036,seafood steakhouses cocktail bars,hunt & fish club nyc,125 w 44th st,10036,american,1
1011031,5298,18669,the jolly goat coffee bar,"515 w 47th st,",10036,coffee & tea cafes bagels,the jolly goat coffee bar,515 w 47th st,10036,cafã©/coffee/tea,1
1020846,5325,13565,sushi seki times square,"365 w 46th st,",10036,sushi bars japanese cocktail bars,sushi seki,365 w 46th st,10036,japanese,1
1020974,5330,21549,el monday's,"32 e 130th st,",10037,seafood burgers sandwiches,el monday's,32 e 130th st,10037,soul food,1
1021066,5335,17301,don rico pollo,"588 malcolm x blvd,",10037,dominican spanish,don rico pollo restaurant,588 malcolm x blvd,10037,spanish,1
1021243,5343,8096,king garden,"1 w 137th st, 5 ave,",10037,chinese,king garden restaurant,1 w 137th st,10037,chinese,1
1021257,5343,5048,king garden,"1 w 137th st, 5 ave,",10037,chinese,cafe plus,1 w 137th st,10037,american,0
1021258,5343,17864,king garden,"1 w 137th st, 5 ave,",10037,chinese,kennedy fried chicken & pizza,1 w 137th st,10037,chicken,0
1021451,5352,8096,cafe plus,"1 w 137th st,",10037,cafes,king garden restaurant,1 w 137th st,10037,chinese,0
1021465,5352,5048,cafe plus,"1 w 137th st,",10037,cafes,cafe plus,1 w 137th st,10037,american,0
1021466,5352,17864,cafe plus,"1 w 137th st,",10037,cafes,kennedy fried chicken & pizza,1 w 137th st,10037,chicken,0
1030948,5444,11745,mooncake foods,"111 john st (pearl street entrance),",10038,asian fusion chinese,mooncake foods,111 john street- pearl st side,10038,asian,1
1043796,5563,5856,peque vinos + tapas bar & restaurant,"231 w 145th st, ,",10039,tapas bars wine bars breakfast & brunch,peque vinos + tapas,231 w 145th st,10039,tapas,1
1043930,5571,20375,subway,344 w 145th st,10039,sandwiches fast food,subway,344 w 145th st,10039,soups & sandwiches,0
1043940,5572,20901,indian express,"301 w 154th st, ste 1",10039,indian,indian express,301 w 154th st,10039,indian,1
1044180,5591,20901,jimbo's hamburger palace,"301 w 154th st, ,",10039,burgers,indian express,301 w 154th st,10039,indian,0
1044206,5592,106,domino's pizza,"2554 adam clayton powell jr blvd, ,",10039,pizza chicken wings sandwiches,red star chinese restaurant,2525 adam clayton powell jr boulevard,10039,chinese,0
1044212,5592,1827,domino's pizza,"2554 adam clayton powell jr blvd, ,",10039,pizza chicken wings sandwiches,domino's,2554 adam clayton powell jr boulevard,10039,pizza,1
1044612,5609,15540,new leaf restaurant & bar,"1 margaret corbin dr, ,",10040,bars american (new),new leaf,1 margaret corbin dr,10040,american,1
1045616,5637,19090,empire chinese restaurant,"1635 saint nicholas ave, ,",10040,american (new),empire chinese restaurant,1635 saint nicholas ave,10040,chinese,1
1045641,5638,15540,fort tryon park,"1 margaret corbin dr, ,",10040,parks,new leaf,1 margaret corbin dr,10040,american,0
1047755,5702,2452,bluestone lane,"2 e 90th st, ,",10128,coffee & tea breakfast & brunch gluten-free,bluestone lane,2 e 90th st,10128,cafã©/coffee/tea,0
1051093,5743,22195,gina la fornarina,"26 e 91st st, ,",10128,italian,eli's essentials,26 e 91st st,10128,sandwiches/salads/mixed buffet,0
1052032,5755,23123,gina americana,"27 e 92nd st,",10128,gelato burgers fast food,gina americana,27 e 92nd st,10128,american,1
1060836,5867,17222,chipotle mexican grill,"325 s  end ave, ,",10280,mexican fast food,chipotle mexican grill,325 s end ave,10280,mexican,1
1065955,6000,6241,rusty's west indian cuisine inc,"537 port richmond ave,",10302,caribbean,rusty's,537 port richmond ave,10302,caribbean,0
1066090,6004,6845,indian oven,"461 port richmond ave, ,",10302,indian desserts seafood,indian oven,461 port richmond ave,10302,indian,0
1066241,6007,16180,goody's spanish food & more restaurant,"201 port richmond avenue, ,",10302,restaurants,goody's spanish food,201 port richmond avenue,10302,spanish,1
1066268,6008,12051,los potrillos,"150 port richmond ave, ,",10302,mexican,los potrillos restaurant,150 port richmond ave,10302,mexican,1
1066580,6017,13200,brother's pizzeria,"750 port richmond ave, ,",10302,pizza,brother pizza,750 port richmond ave,10302,pizza/italian,1
1067058,6030,958,number one chinese kitchen,"209 port richmond ave, ,",10302,chinese,no. 1 chinese kitchen,209 port richmond ave,10302,chinese,1
1067130,6034,1846,piccolo pinos pizzeria,"275 port richmond avenue, ,",10302,pizza,pino's pizza,275 port richmond avenue,10302,pizza,1
1067545,6046,10751,didi,"183 port richmond ave, ,",10302,chinese tex-mex,di di,183 port richmond ave,10302,chinese,0
1072211,6181,18847,it's a wrap!,"837 father capodanno blvd, ste 1b,",10305,creperies american (new) fast food,kraja cafe,837 father capodanno blvd,10305,mediterranean,0
1073546,6200,14493,joe & john toto's restaurant & bar,"809 father capodanno blvd, ,",10305,italian,joe & john toto's restaurant,809 father capodanno blvd,10305,italian,1
1075739,6239,19827,pho rainbow,"42 new dorp plaza s,",10306,vietnamese,pho rainbow,42 new dorp plz s,10306,vietnamese/cambodian/malaysia,1
1076346,6249,15989,tokyo arirang japanese & korean restaurant,"366 new dorp ln,",10306,sushi bars japanese korean,tokyo arirang,366 new dorp ln,10306,japanese,0
1076534,6252,10863,chikurin,"365 new dorp ln, ,",10306,sushi bars japanese,chikurin,365 new dorp ln,10306,japanese,1
1076634,6253,20882,amore a la mexicana,"10 new dorp ln, ,",10306,mexican food delivery services,amor mexicana,10 new dorp ln,10306,mexican,0
1077753,6272,6627,cafe con pan,"32 new dorp plz, ,",10306,pizza mexican bakeries,cafe con pan bakery,32 new dorp plz s,10306,mexican,1
1083383,6407,9127,la rosa chicken & grill,"245 richmond valley rd,",10309,american (traditional) soup sandwiches,la rosa grill,245 richmond valley rd,10309,chicken,1
1083843,6417,19083,cheeburger cheeburger,"2935 veterans rd w, ,",10309,burgers,cheeburger cheeburger,2935 veterans rd w,10309,hamburgers,1
1085283,6443,19083,pronto pizza,"2935 veterans rd w, ,",10309,pizza food delivery services italian,cheeburger cheeburger,2935 veterans rd w,10309,hamburgers,0
1085440,6445,19726,cousins pizza,"4553 arthur kill rd,",10309,pizza,project brunch,4553 arthur kill rd,10309,american,0
1085656,6449,22927,valducci's famous original pizza,"3080 arthur kill rd,",10309,pizza,mr. v's (in ice skating club),3080 arthur kill rd,10309,american,1
1088647,6528,852,andella's brickoven pizzeria and restaurant,"1281 arthur kill rd, ,",10312,pizza italian,andellas pizzeria,1281 arthur kill rd,10312,pizza/italian,1
1091053,6576,10654,chen's garden ii,"1547 arthur kill rd, ,",10312,chinese,chen's garden,1547 arthur kill rd,10312,chinese,1
1091182,6578,21834,golden palace chinese take out,"1757 arthur kill rd, ,",10312,chinese,golden palace,1757 arthur kill rd,10312,chinese,1
1091678,6588,21834,unique lounge & billiards,"1757 arthur kill rd, ,",10312,pool halls bars,golden palace,1757 arthur kill rd,10312,chinese,0
1091871,6594,852,kaitlin's pooch parlor,"1281 arthur kill rd, ,",10312,pet groomers,andellas pizzeria,1281 arthur kill rd,10312,pizza/italian,0
1104022,6718,18269,payless glatt kosher meats,"77 richmond hill rd, ,",10314,delis sandwiches,dynasty taste,77 richmond hill rd,10314,chinese/japanese,0
1104141,6719,18269,dynasty taste,"77 richmond hill rd, ,",10314,asian fusion,dynasty taste,77 richmond hill rd,10314,chinese/japanese,1
1106878,6746,18269,richmond deli,"77 richmond hill rd, ,",10314,delis,dynasty taste,77 richmond hill rd,10314,chinese/japanese,0
1109644,6775,21344,nyy steak - yankee stadium,"1 e 161st st, ,",10451,steakhouses,new york yankees mvp club,1 e 161st st,10451,american,0
1111122,6790,4786,good taste chinese restaurant,"281 e 161 st, ,",10451,chinese,new good taste chinese restaurant,281 e 161 st,10451,chinese,0
1112245,6803,18731,mcdonald's,279 e 149th st,10451,fast food burgers,mcdonalds,279 e 149th st,10451,american,1
1112347,6805,12037,symphony diner,"496 e 161st st, ,",10451,coffee & tea breakfast & brunch,symphony diner,496 e 161st st,10451,american,1
1113121,6815,22574,subway,91 e 161st st,10451,sandwiches fast food,subway,91 e 161st st,10451,sandwiches,1
1113461,6819,8238,julia's coffee shop,"232 e 144th st,",10451,juice bars & smoothies coffee & tea breakfast & brunch,julia's coffee shop,232 e 144th st,10451,"latin (cuban, dominican, puerto rican, south & central american)",0
1114304,6830,1662,pizza world,"509 e 163rd st, ,",10451,pizza,pizza world,509 e 163rd st,10451,pizza,0
1114467,6831,3640,merry land chinese restaurant,"325 e 149th st, ,",10451,chinese,merry land,325 e 149th st,10451,chinese,1
1116014,6857,21344,lobel's of new york,"1 e 161st st, ,",10451,butcher,new york yankees mvp club,1 e 161st st,10451,american,0
1116308,6860,21344,mohegan sun sports bar,"1 e 161st st, yankees stadium,",10451,sports bars,new york yankees mvp club,1 e 161st st,10451,american,0
1116994,6868,21344,yankee stadium tours,"1 e 161st st, ,",10451,tours,new york yankees mvp club,1 e 161st st,10451,american,0
1118057,6887,14864,la nueva win hing restaurant,"40 e 167th st, ,",10452,chinese cuban,la nueva win hing restaurant,40 e 167th st,10452,chinese,1
1118188,6889,20188,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,el nuevo patio,1388 edward l grant hwy,10452,spanish,0
1118206,6889,2761,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,budda,1353 edward l grant hwy,10452,"latin (cuban, dominican, puerto rican, south & central american)",1
1118248,6889,23869,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads",0
1118259,6890,20188,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,el nuevo patio,1388 edward l grant hwy,10452,spanish,0
1118277,6890,2761,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,budda,1353 edward l grant hwy,10452,"latin (cuban, dominican, puerto rican, south & central american)",0
1118319,6890,23869,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads",0
1118404,6893,3480,angelo's deli #2,120 e mount eden ave,10452,breakfast & brunch delis sandwiches,kennedy fried chicken,13 e mount eden ave,10452,chicken,0
1118457,6893,16356,angelo's deli #2,120 e mount eden ave,10452,breakfast & brunch delis sandwiches,king dragon restaurant,120 e mount eden ave,10452,chicken,0
1119327,6912,3480,kennedy fried chicken & pizza,"13 e mount eden ave, ,",10452,fast food chicken wings,kennedy fried chicken,13 e mount eden ave,10452,chicken,0
1119380,6912,16356,kennedy fried chicken & pizza,"13 e mount eden ave, ,",10452,fast food chicken wings,king dragon restaurant,120 e mount eden ave,10452,chicken,0
1119895,6921,3480,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,kennedy fried chicken,13 e mount eden ave,10452,chicken,0
1119948,6921,16356,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,king dragon restaurant,120 e mount eden ave,10452,chicken,0
1119995,6923,8731,pizza & pasta,"119 e mount eden avenue, ,",10452,pizza,luigi's pizza & pasta,119 east mount eden avenue,10452,pizza,1
1120556,6933,6987,juniors seafood restaurant,"20 w burnside ave, ,",10453,seafood,junior' seafood restaurant,20 w burnside ave,10453,spanish,1
1121224,6947,9765,michely deli & food market,"169 w tremont ave, ,",10453,delis tacos burgers,michely deli & food market,169 w tremont ave,10453,delicatessen,1
1121498,6951,19327,texas chicken & burgers,"21 w burnside ave, bronx,",10453,burgers american (traditional) chicken wings,texas chicken & burgers,21 w burnside ave,10453,chicken,1
1121796,6956,2890,mexican specialty corp,106 e 183rd st,10453,mexican,estrella mexican restaurant,106 e 183rd st,10453,mexican,0
1121884,6957,17713,la parada del mofongo,"8 e 183rd st,",10453,spanish juice bars & smoothies,la parada del mofongo,8 e 183rd st,10453,spanish,0
1122334,6966,4416,mcdonald's,"1749 dr martin l king jr blvd, ,",10453,burgers fast food,grand no. 1 restaurant,1735 dr martin l king jr boulevard,10453,chinese,0
1122380,6966,3374,mcdonald's,"1749 dr martin l king jr blvd, ,",10453,burgers fast food,miguelina cuchifritos,1731 dr martin l king jr boulevard,10453,"latin (cuban, dominican, puerto rican, south & central american)",0
1122541,6969,19335,galagala new york restaurant,"13 e 175th st,",10453,african breakfast & brunch,galagala ny restaurant,13 e 175th st,10453,african,1
1122926,6975,23836,hong kong restaurant,"30 w 183rd st, ,",10453,chinese,hong kong kitchen,30 w 183rd st,10453,chinese,1
1124345,7011,7334,gio's pizza & restaurant,"308 e 141st st, ,",10454,pizza,gio's pizza & restaurant,308 e 141st st,10454,pizza,1
1125014,7031,3635,el guapo pizzeria incorporated,361 e 138th st,10454,pizza,pizzeria restaurant,361 e 138th st,10454,pizza/italian,1
1125919,7052,5680,el jalapenos,"800 e 149th st, ,",10455,mexican,el jalapeno,800 e 149th st,10455,mexican,1
1125937,7052,16956,el jalapenos,"800 e 149th st, ,",10455,mexican,ivy juice bar,800 e 149th st,10455,"juice, smoothies, fruit salads",0
1126137,7057,21967,venice restaurant & pizzeria,"772 e 149th st, ,",10455,italian pizza,venice restaurant,772 e 149th st,10455,italian,1
1126242,7059,16009,patron mexican restaurant,"835 e 152nd st,",10455,mexican,patron mexican restaurant,835 e 152nd st,10455,mexican,1
1127176,7075,5735,149 steam fish,"500 e 149th st,",10455,seafood,149 steam fish,500 e 149th st,10455,seafood,1
1127614,7081,21403,burger king,521 e 149th st,10455,fast food,burger king,521 e 149th st,10455,hamburgers,0
1127895,7085,14276,good taste chinese restaurant,"863 e 149th st, ,",10455,chinese,good taste chinese food,863 e 149th st,10455,chinese,1
1129015,7107,5680,el atoradero bodega,"800 e 149th st, ,",10455,grocery imported food,el jalapeno,800 e 149th st,10455,mexican,0
1129033,7107,16956,el atoradero bodega,"800 e 149th st, ,",10455,grocery imported food,ivy juice bar,800 e 149th st,10455,"juice, smoothies, fruit salads",0
1129696,7118,5735,la orquidea bakery & restaurant,"500 e 149th st, ,",10455,bakeries,149 steam fish,500 e 149th st,10455,seafood,0
1130287,7126,22864,johnson's bbq,"790 e 163rd st,",10456,barbeque southern,johnson bar-b-q,790 e 163rd st,10456,soul food,1
1131208,7149,15811,kennedy fried chicken,"638 e 169th st, ,",10456,chicken wings,kennedy fried chicken,638 e 169th st,10456,chicken,0
1132173,7169,10783,xing long,553 e 169th st,10456,chinese,xing long chinese restuarant,553 e 169th st,10456,chinese,1
1133487,7192,21770,lulu restaurant,"485 e 180th st, ,",10457,american (new) spanish,lulu restaurant,485 e 180th st,10457,spanish,1
1133628,7194,7248,alex's tacos,"744 e tremont ave, ,",10457,mexican fast food,alex tacos,744 e. tremont ave,10457,mexican,1
1133692,7195,15887,kennedy fried chicken,"647 e tremont ave, ,",10457,chicken wings,kennedy fried chicken & pizza,647 e tremont ave,10457,chicken,0
1134893,7219,4049,subway,"597 e tremont ave, ,",10457,sandwiches fast food,subway,597 e tremont ave,10457,sandwiches,1
1135151,7224,10135,l'violet restaurant and lounge,"535 e tremont ave,",10457,lounges,l' violet restaurant & lounge,535 e tremont ave,10457,spanish,1
1138422,7260,20343,burger lodge,"657 e 189th st,",10458,burgers breakfast & brunch tex-mex,burger lodge,657 e 189th st,10458,american,0
1138643,7261,20076,pizza studio,"444 e. fordham rd., ,",10458,pizza,pizza studio,444 e fordham rd,10458,pizza,0
1139558,7268,10680,planet wings,"699 e 187th st, ,",10458,chicken wings,planet wings,699 e 187th st,10458,chicken,1
1141310,7287,730,la rola restaurant,"400 e 198th st, ,",10458,mexican,la rola restaurant,400 e 198th st,10458,spanish,0
1141952,7295,18843,oriental house,"565 e 184th st, ,",10458,chinese,oriental house,565 e 184th st,10458,chinese,1
1143749,7310,21147,essentials 608,"608 e fordham rd,",10458,restaurants caterers lounges,essential 608,608 e fordham rd,10458,caribbean,0
1144350,7317,12136,pique 86,"220 e 198th st,",10458,mexican,pique 86 restaurant,220 e 198th st,10458,spanish,0
1144580,7320,12081,kings fried chicken & pizza,232 e 198th st,10458,chicken wings pizza,kennedy fried chicken,232 e 198th st,10458,american,0
1144870,7323,22157,i love ny pizza,"324 e 194th st, ,",10458,pizza,3 sisters pizza,324 e 194th st,10458,mexican,0
1146558,7341,17984,peachwave,"602 e 187th st,",10458,ice cream & frozen yogurt,peachwave frozen yogurt,602 e 187th st,10458,"ice cream, gelato, yogurt, ices",1
1146941,7344,19225,great wall,"732 e 187th st, ,",10458,chinese,great wall chinese restaurnat,732 e 187th st,10458,chinese,1
1147941,7356,17423,lee's chinese resturant,"626 e 187th st, ,",10458,chinese,lee's restaurant,626 e 187th st,10458,chinese,1
1148634,7365,22703,fordham university,"441 e fordham rd, ,",10458,colleges & universities,marketplace at mcginley center fordham university,441 e fordham rd,10458,american,0
1148669,7365,2689,fordham university,"441 e fordham rd, ,",10458,colleges & universities,fordham u - cosi at campbell hall,441 e fordham rd,10458,cafã©/coffee/tea,0
1149461,7371,9406,monte pizza,"360 e 188th st,",10458,pizza,monte pizza,360 e 188th st,10458,pizza,1
1149504,7372,20956,belmont cafe,"690 e 187th st,, ,",10458,restaurants,sake ii,690 e 187th st,10458,japanese,0
1153764,7440,14198,d' kora restaurant lounge,"894 e tremont ave,",10460,spanish american (new),d'kora restaurant lounge,894 e tremont ave,10460,spanish,1
1154618,7459,5775,ihop,"961 e 174th st, ste 6,",10460,breakfast & brunch american (traditional),burger king,961 e 174th st,10460,sandwiches,0
1154621,7459,18600,ihop,"961 e 174th st, ste 6,",10460,breakfast & brunch american (traditional),taco bell,961 e 174th st,10460,tex-mex,0
1154720,7461,5775,subway,"961 e 174th st, ,",10460,fast food sandwiches,burger king,961 e 174th st,10460,sandwiches,0
1154723,7461,18600,subway,"961 e 174th st, ,",10460,fast food sandwiches,taco bell,961 e 174th st,10460,tex-mex,0
1156972,7492,14368,healthy fresh,"1033 morris park ave,",10461,breakfast & brunch sandwiches,healthy fresh,1033 morris park ave,10461,american,1
1159225,7517,23648,la casa del sabor,"2728 e tremont ave, ,",10461,latin american,la casa del sabor,2728 e tremont ave,10461,"latin (cuban, dominican, puerto rican, south & central american)",0
1159515,7522,23769,burger time,"1080 morris park ave, ,",10461,salad burgers sandwiches,burger time,1080 morris park ave,10461,hamburgers,1
1159687,7523,8030,sapore gourmet,"2454 e  tremont ave,",10461,pizza italian sandwiches,sapore gourmet,2454 e tremont ave,10461,italian,1
1163864,7570,12108,franky polllos,"2415 e tremont ave, ,",10461,mexican,franky pollos,2415 e tremont ave,10461,mexican,1
1164820,7582,3020,paulding bar & restaurant,"1024 morris park avenue, ,",10461,restaurants,doyles pub,1024 morris park avenue,10461,irish,0
1165757,7592,20429,fresh taco take out,"1041 morris park ave, ,",10461,restaurants,new fresco tortillas tommy's kitchen,1041 morris park ave,10461,chinese/cuban,1
1167710,7611,3908,15 flavors,"1046 morris park ave, ,",10461,ice cream & frozen yogurt,15 flavors,1046 morris park ave,10461,"ice cream, gelato, yogurt, ices",0
1168335,7617,21898,la masa,"1000 morris park ave,",10462,comfort food colombian,la masa restaurant,1000 morris park ave,10462,"latin (cuban, dominican, puerto rican, south & central american)",1
1168652,7620,22207,slim to go,"1556a white plains rd, ,",10462,american (new) spanish breakfast & brunch,slim to go,1556a white plains rd,10462,american,1
1168932,7623,21108,sabrosura restaurant,"1200 castle hill ave, ,",10462,latin american spanish american (new),sabrosura,1200 castle hill ave,10462,spanish,1
1169118,7625,4770,thai no. 1,"1509 white plains rd, ,",10462,thai,thai no 1,1509 white plains rd,10462,thai,1
1169782,7634,19605,don emilio diner,"1315 castle hill ave,",10462,spanish,don emilio diner restaurant,1315 castle hill ave,10462,"latin (cuban, dominican, puerto rican, south & central american)",0
1171110,7648,16350,anthony's pizza,"686 morris park ave, ,",10462,pizza,anthony's pizza,686 morris park ave,10462,pizza,1
1171777,7655,1750,patsy's pizzeria,"980 morris park ave, ,",10462,italian pizza,patsy's pizzeria,980 morris park ave,10462,pizza/italian,1
1171929,7656,18614,lotus flame restaurant,"866 morris park ave, ,",10462,caribbean bars,lotus flame restaurant & bar,866 morris park ave,10462,caribbean,0
1172689,7663,2069,primavera pizzaria,"761 morris park avenue, ,",10462,pizza,primavera pizzeria,761 morris park avenue,10462,pizza,1
1173097,7667,23740,canoa,1368 castle hill ave,10462,american (new),canoa,1368 castle hill ave,10462,spanish,0
1176300,7703,19687,luciano pizza,"1005a morris park avenue, ,",10462,pizza,luciano's pizza,1005a morris park avenue,10462,pizza,1
1176455,7704,5182,sing garden restaurant,"1165 castle hill ave, ,",10462,chinese,sing garden restaurant,1165 castle hill ave,10462,chinese,1
1178680,7727,22207,fresh taco twin dragon restaurant,"1556a white plains rd, ,",10462,mexican,slim to go,1556a white plains rd,10462,american,0
1179058,7730,17046,joy garden chinese restaurant,"687 morris park ave, ,",10462,chinese,joy garden,687 morris park ave,10462,chinese,1
1179968,7742,16146,empire wok,"1230 castle hill ave, ,",10462,chinese,empire wok chinese restaurant,1230 castle hill ave,10462,chinese,1
1180252,7745,13776,taco bell,"2148 white plains road, ,",10462,fast food mexican tex-mex,"dunkin' donuts, pizza hut, taco bell",2148 white plains road,10462,american,1
1180287,7748,7944,conti's pastry shoppe,"786 morris park ave, ,",10462,bakeries,conti's pastry shoppe,786 morris park ave,10462,bakery,1
1181719,7766,18354,smashburger,193 w 237th st,10463,burgers,buffalo wild wings,193 w 237th st,10463,american,0
1181728,7766,23332,smashburger,193 w 237th st,10463,burgers,chipotle mexican grill,193 w 237th st,10463,mexican,0
1181737,7766,20205,smashburger,193 w 237th st,10463,burgers,dunkin donuts & basking robbins,193 w 237th st,10463,american,0
1181761,7766,23205,smashburger,193 w 237th st,10463,burgers,subway,193 w 237th st,10463,sandwiches,0
1182048,7769,14710,louie's dale diner,"189 w 231st st, ,",10463,diners breakfast & brunch burgers,dale diner,189 w 231st st,10463,american,1
1182799,7777,14102,100%,"130 w 238th st, ,",10463,cafes juice bars & smoothies latin american,100% smoothies & empanadas,130 w 238th st,10463,american,1
1183119,7781,17448,mi lindo san miguelito,257 w 231st st,10463,mexican,mi lindo san miguelito,257 w 231st st,10463,mexican,1
1185234,7808,18354,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,buffalo wild wings,193 w 237th st,10463,american,0
1185243,7808,23332,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,chipotle mexican grill,193 w 237th st,10463,mexican,1
1185252,7808,20205,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,dunkin donuts & basking robbins,193 w 237th st,10463,american,0
1185276,7808,23205,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,subway,193 w 237th st,10463,sandwiches,0
1185981,7817,19364,mon amour coffee & wine,"234 w 238th st,",10463,coffee & tea wine bars beer bar,mon amour coffee & wine,234 w 238th st,10463,sandwiches/salads/mixed buffet,1
1187467,7834,10745,yokohama japanese restaurant,"438 w 238th st, ,",10463,japanese food delivery services sushi bars,yokohama japanese restaurant,438 w 238th st,10463,japanese,0
1187647,7839,9644,papa john's pizza,"161 w 231st st, ,",10463,pizza,papa john's,161 w 231st st,10463,pizza,1
1187692,7839,13011,papa john's pizza,"161 w 231st st, ,",10463,pizza,new adventure juice bar,161 w 231st st,10463,spanish,0
1189922,7867,5262,bailey seafood market,"146 w 231st st, ,",10463,seafood markets,bailey seafood market & restaurant,146 w 231st st,10463,seafood,1
1190650,7879,15980,archie's tap & table,"536 city island ave, ,",10464,american (new) gastropubs burgers,archie's tap and table,536 city island ave,10464,american,1
1190732,7882,9487,johnny's reef restaurant,"2 city island ave, ,",10464,seafood,johnny's reef restaurant,2 city island ave,10464,seafood,1
1190771,7884,4655,sammy's fish box restaurant,"41 city island ave, ,",10464,seafood,sammy's fishbox,41 city island ave,10464,seafood,1
1190850,7887,9952,artie's steak & seafood,"394 city island ave, ,",10464,seafood steakhouses italian,artie's,394 city island ave,10464,italian,1
1190875,7889,18702,the black whale,"279 city island ave, ,",10464,american (new) diners breakfast & brunch,the black whale,279 city island ave,10464,american,1
1190975,7893,1693,sea shore restaurant & marina,"591 city island ave, ,",10464,seafood,seashore restaurant,591 city island ave,10464,seafood,1
1190994,7894,2611,lobster box restaurant,"34 city island ave, ,",10464,seafood,lobster box,34 city island ave,10464,seafood,1
1191025,7897,13877,ohana,"500 city island ave, ,",10464,japanese wine bars,ohana japanese hibachi seafood & steak,500 city island ave,10464,japanese,1
1191038,7901,9839,city island diner,"304 city island ave, ,",10464,diners sandwiches,city island diner /snug bar,304 city island ave,10464,american,0
1191299,7914,6297,turtle cove golf center,"1 city island rd, ,",10464,golf mini golf batting cages,turtle cove golf center,1 city island rd,10464,american,1
1191422,7917,12706,cabo,"3764 e tremont ave, ,",10465,mexican lounges,cabo restaurant,3764 e tremont ave,10465,mexican,1
1191537,7920,21934,legendary bar & grill,"3513 e tremont ave, ,",10465,bars italian burgers,legendary,3513 e tremont ave,10465,american,1
1191697,7924,4227,mama puebla,"3465 e tremont ave, ,",10465,mexican,mama  puebla,3465 e tremont ave,10465,mexican,1
1191764,7925,18440,uncle al's soulfood kitchen,"3841 e tremont ave,",10465,soul food,uncle al's,3841 e tremont ave,10465,soul food,0
1192083,7932,22340,alley cat smokehouse,"3604 e tremont ave, ste c,",10465,smokehouse,alley cat smokehouse,3604 e tremont ave,10465,barbecue,1
1192178,7934,22117,sarku japan,"815 hutchinson river pkwy, space b-135,",10465,japanese sushi bars,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex,0
1192223,7934,21523,sarku japan,"815 hutchinson river pkwy, space b-135,",10465,japanese sushi bars,sarku japan,815 hutchinson river pkwy,10465,japanese,1
1192346,7937,22117,casa criolla,"815 hutchinson river pkwy, ,",10465,latin american caribbean spanish,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex,0
1192391,7937,21523,casa criolla,"815 hutchinson river pkwy, ,",10465,latin american caribbean spanish,sarku japan,815 hutchinson river pkwy,10465,japanese,0
