id,name,zip_code,phone,address
16717,D & S Airport Delicatessen,11370,7186728584,"8420 Astoria Boulevard, ,"
16718,Little Caesars Pizza,11370,3476124840,"84-04 Astoria Blvd,"
16719,Rubi Rosa,11370,3477305115,"84-07 Northern Blvd, ,"
16720,Oregano Bbq,11370,7183960000,8007 31st Ave
16721,King River Chinese Restaurant,11370,7188030818,"8018 31st Ave, ,"
16722,King River Chinese Restaurant,11370,7188030818,"8018 31st Ave, ,"
16725,Comfort Inn Laguardia Airport - 83Rd St,11370,7187791100,23-45 83rd St
16726,Kesso Foods Gourmet,11370,7187775303,"7720 21st Ave, ,"
16727,Kitchen 79,11372,7188036227,"37-70 79th St, ,"
16728,Oceanic Boil,11372,9292966338,"84-20 37th Ave, ,"
16729,Lhasa Fast Food,11372,3479526934,"37-50 74th St, Ste 3750,"
16730,Emoji Burger,11372,9178326427,"80-07 37th Ave, ,"
16731,Pio Pio 2,11372,7184264900,"84-02 Northern Blvd, ,"
16732,Black Thai,11372,7187798424,"81-16 Northern Blvd, ,"
16733,Aroma Brazil Restaurant,11372,7186727662,"75-13 Roosevelt Ave, ,"
16734,La Cabana Argentinan Steakhouse,11372,7184265977,"8607 Northern Blvd, ,"
16735,Himalayan Yak,11372,7187791119,"72-20 Roosevelt Ave, ,"
16736,Sake Bar By Zabb,11372,9293439169,"71-28 Roosevelt Ave, ,"
16737,Pollos A La Brasa Mario,11372,7186395555,"8101 Roosevelt Ave, ,"
16738,Urubamba,11372,7186722224,"86-20 37th Ave, ,"
16739,Auttharos,11372,7184267992,"71-28 Roosevelt Ave, ,"
16740,La Boina Roja Steak House,11372,7184246711,"8022 37th Ave, ,"
16741,Saw Shack,11372,7188982768,"84-22 37th Ave,"
16742,Uncle Peter's,11372,7186518600,"83-15 Northern Blvd, ,"
16743,Jeaw Hon New York,11372,9293280553,"71-30 Roosevelt Ave,"
16744,Phayul,11372,7184241869,"37-65 74th St, 2nd Fl,"
16745,Chivito De Oro,11372,7184240600,"8402 37th Ave, ,"
16746,Little Tibet,11372,7185058423,"72-19 Roosevelt Ave,"
16747,Lali Guras,11372,7184240017,"3763 76th St, ,"
16748,969 NYC Coffee,11372,6462037304,"37-61 80th St,"
16749,Samudra Vegetarian Restaurant & Chaat House,11372,7182551757,"75-18 37th Ave, ,"
16750,Phayul Himalayan Restaurant,11372,7186398800,"89-17 Northern Blvd., ,"
16751,Cafe Salamanca,11372,7184582446,"79-05 Northern Blvd, ,"
16752,Arunee Thai,11372,7182055559,"78-23 37th Avenue, ,"
16753,Armondo's Italian Restaurant,11372,7188980113,"7316 Northern Blvd, ,"
16754,Bocaito Cafe & Wine Bar,11372,3476171606,"81-15 Northern Blvd,"
16755,Taqueria Coatzingo,11372,7184241977,"7605 Roosevelt Ave,"
16756,Sac's Place Of Jackson Heights,11372,7186852623,"86-14 37th Ave,"
16757,Mustang Thakali Kitchen,11372,7188985088,"74-14 37th Ave, ,"
16758,Unidentified Flying Chickens,11372,7182056662,"71-22 Roosevelt Ave, ,"
16759,El Pollo Inka Peru,11372,7185051313,"89-12 Northern Blvd, ,"
16760,Coatzingo Restaurant,11372,7184247272,"79-11 Roosevelt Ave, ,"
16761,Sompong Thai,11372,7188998424,"3709 83rd St, ,"
16762,Haat Bazaar,11372,7182058588,"3711 73rd St, Ste 73,"
16763,Thái Son,11372,7184766805,"4010 74th St, ,"
16764,Playground Authentic Thai Cuisine,11372,7187797912,"71-30 Roosevelt Ave, ,"
16765,El Anzuelo Fino,11372,7184268660,"86-01 Northern Blvd, ,"
16766,Teriyaki Factory,11372,7188992429,"8312 37th Ave,"
16767,Tawa Food,11372,7184577766,"3738 72nd St, ,"
16768,Okawa,11372,7186721818,"77-05 37th Ave, Ste A,"
16769,El Rico Tinto,11372,7184241324,"7607 37th Ave, ,"
16770,Legends Bar & Grill,11372,7188999553,"7104 35th Ave, ,"
16771,Tacos Al Suadero,11372,7188992404,"87-21 Roosevelt Ave, ,"
16772,La Esquina Del Camaron Mexicano,11372,3478852946,"80-02 Roosevelt Ave, ,"
16773,Appetitto,11372,3478080709,"79-07 37th Ave, ,"
16774,Sammy's Halal Food,11372,3473427480,"73rd St And Broadway, ,"
16775,Jahn's,11372,7186510700,"81-04 37th Ave, ,"
16776,Cafe Salamanca,11372,7184582446,"79-05 Northern Blvd, ,"
16777,Yeras Restaurant Sports Bar,11372,9295220844,"86-09 Northern Blvd,"
16778,La Puntilla Ecuadorian,11372,7184243836,"91-17 37th Ave, ,"
16779,La Nueva Bakery,11372,7185074785,"86-10 37th Ave, ,"
16780,Spicy Tibet,11372,7187797500,"75-04 Roosevelt Ave, ,"
16781,Lima Restaurant & Bar,11372,9178326676,"85-07 Northern Blvd, ,"
16782,Chiflez,11372,7182051385,"95-02 Roosevelt Ave, ,"
16783,La Gloria,11372,3478320295,"86-11 Northern Blvd, ,"
16784,Los Toldos Restaurants,11372,7185657540,"8401 Northern Boulevard, ,"
16785,El Toro Bravo,11372,7185051025,"88-12 Roosevelt Ave, ,"
16786,Jackson Diner,11372,7186721232,"3747 74th St, ,"
16787,Mi Estrella,11372,7184298973,"88-19 Roosevelt Ave, ,"
16788,Kennedy Chicken Pizza & Kabab,11372,7188982700,"89-21 Northern Blvd, ,"
16789,Parrilladas Sunrise,11372,9173964825,"83-11 Northern Blvd., ,"
16791,Chifa Restaurant,11372,7188980108,"73-20 Northern Blvd,"
16792,Brisas Del Valle,11372,7184788567,"9014 37th Ave, ,"
16793,Samurai Japan,11372,7185059000,"95-13 Roosevelt Ave, ,"
16794,La Casa Del Pollo Peruano,11372,7182057023,"8112 Roosevelt Ave, ,"
16795,Yummy,11372,3478320590,"94-20 Roosevelt Ave., ,"
16796,Jing Fu House,11372,7186728888,9549 Roosevelt Ave
16797,Los Arrieros Restaurant,11372,7188983359,"7602 Roosevelt Ave, ,"
16798,Cositas Ricas,11372,7184781500,"7919 Roosevelt Ave, ,"
16799,Max Bakery and Restaurant,11372,3479866651,", 37-63 90th St,"
16800,Lin's Kitchen,11372,7185051388,"70-24 35th Ave, ,"
16801,Tulcingo Restaurant,11372,7184240404,"9558 Roosevelt Ave, ,"
16802,D'Antigua Lounge,11372,7187790128,"84-16 Northern Blvd, ,"
16803,Nuevo Tacos Al Suadero,11372,7185077100,"94-06 Roosevelt Ave., ,"
16804,Tomo Japanese Cuisine,11372,7182056222,"86-12 37th Ave, ,"
16805,Veyta's Bakery Cafe,11372,7184248680,9201 Roosevelt Ave
16806,Las Margaritas,11372,7182051705,"83-22 37th Ave, ,"
16807,Taste of Italy Pizzeria,11372,7185052600,"37-72 90th St, ,"
16808,Sal's Bar Restaurant Lounge,11372,7182551241,"81-10 Northern Blvd,"
16809,Just Made 4 U,11372,7182058102,"8021 37th Ave, ,"
16810,Kabab King,11372,7184575857,"7301 37th Rd, ,"
16811,Bachue Restaurant and Bar,11372,7187797595,"8602 37th Ave, ,"
16812,New Peking,11372,7184269789,"7715 37th Ave, ,"
16813,Cholsum Tibetan Restaurant,11372,3474215318,"72-24 Roosevelt Ave, ,"
16814,Teatro Restaurante Boulevard,11372,7186512797,"8222 Northern Blvd, ,"
16815,Garden Cafe Preciosa's Restaurant,11372,7183975631,"37-07 83rd St, ,"
16816,Espresso 77,11372,7184241077,"35-57 77th St, ,"
16817,Chipotle Mexican Grill,11372,7184248031,"87-10 Northern Blvd, ,"
16819,Potala Fresh Momo,11372,9177671777,"Broadway & 37th Rd, ,"
16820,Jackson House,11372,7186396201,"82-14 37th Ave, ,"
16821,Happy Kitchen,11372,7188031600,"80-12 37th Ave, ,"
16822,Mi Pequeño El Salvador Restaurant,11372,7186720853,"94-16 37th Ave, ,"
16823,Al Naimat Restaurant & Sweets,11372,7184761100,"3703 74th St, ,"
16825,Namaste Tashi Delek,11372,6462039938,"37-66 74th St, ,"
16826,Don Francisco Junior's,11372,7186392669,"9508 35th Ave, Queens,"
16827,La Perrada De Chalo,11372,7186396677,"8312 Northern Blvd, ,"
16829,El Palacio de Los Cholados,11372,9174365649,"83-18 Northern Blvd, ,"
16830,La Casa Del Pollo Peruano II,11372,7182057023,"8707 Roosevelt Ave, ,"
16831,La Pequeña Colombia,11372,7184788700,"83-27 Roosevelt Ave, ,"
16832,K & L Delicatessen,11372,7187790506,"7601 37th Ave, ,"
16833,Taste Of Lahore,11372,7187796700,"73-10 Northern Blvd, ,"
16834,Amaru Pisco bar,11372,7182055577,"84-13 Northern Blvd, ,"
16835,Molcajete Mexican Restaurant,11372,7188991200,"92-13 Roosevelt Ave,"
16836,Casa Colombia,11372,7187796459,"8623 Roosevelt Ave, ,"
16837,Rajbhog Sweets,11372,7184588512,"7227 37th Ave, ,"
16838,Maravillas Restaurant,11372,7185075678,"37-64 90th St, ,"
16839,Chilli Chicken,11372,7184266888,"75-18 37th Ave, ,"
16840,Pollos Mario,11372,7184578800,"8302 37 Ave, ,"
16841,Pio Pio 5 To Go,11372,7184261010,"84-21 Northern Blvd, ,"
16842,Denny's,11372,7184461312,8710 Northern Blvd
16843,Bagel House IV,11372,7185075573,"8918 Northern Blvd, ,"
16844,J&C Delicias,11372,7188030284,"37-61 79th St, ,"
16845,El Maguey Mexican Restaurant,11372,9295220562,"83-28 Northern Blvd,"
16846,Jax Inn Diner,11372,7184761240,"72-12 Northern Blvd, ,"
16847,Delhi Heights,11372,7185071111,"37-66 74th St, ,"
16848,Lenos Bar Restaurant,11372,7185331113,8015 Northern Blvd
16849,Las Delicias Tropical Corporation,11372,7186723456,"9316B 37th Ave, ,"
16850,El Pequeno Coffee Shop,11372,7182057128,"8610 Roosevelt Ave, ,"
16851,Pachas,11372,7183970729,"9321 37th Ave, ,"
16852,Chao Hong,11372,7184240900,"7813 Roosevelt Avenue, ,"
16853,Afghan Kebab & Grill,11372,7185078800,"74-16 37th Ave, ,"
16854,Rey's Pizzeria,11372,7184240991,9513 Northern Blvd
16855,Que Rico Taco!,11372,7186394202,"33-07 89th St, ,"
16856,Central Cafe,11372,7185072185,"79-01 37th Ave, ,"
16858,La Gran Uruguaya Restaurant,11372,7185050400,"85-02 37th Ave, ,"
16859,Cheng Garden,11372,7187793626,"9422 Northern Boulevard, ,"
16860,McDonald's,11372,7185053283,7519 Roosevelt Ave
16862,Dosa Delight,11372,7183971000,"3566 73rd St, ,"
16863,El Perro,11372,7184240763,"80-26 Northern Blvd, ,"
16864,Pizza Sam,11372,7183353800,"8906 Northern Blvd, ,"
16865,Ricky's Cafe,11372,7184781360,"7502 37th Ave, ,"
16866,Vitalz,11372,3478134327,"8610 Roosevelt Ave, ,"
16867,Sol Inca,11372,7184461149,"87-07 Northern Blvd, ,"
16868,Parrillada Restaurant,11372,7184240600,"84-02 37th Ave, ,"
16869,Ittadi Garden & Grill,11372,7184295555,"7307 37th Rd, ,"
16870,Bagel Cafe,11372,7186852542,"85 - 30 37th Ave, ,"
16871,El Gallo Giro,11372,7185011868,"Roosevelt Ave & 75th St, ,"
16872,Jimmy 1 Deli,11372,7182052014,"8007 37th Ave, ,"
16873,RubiRosa Restaurant & Bar,11372,3477305115,"8407 Northern Blvd, ,"
16874,Due Fratelli,11372,7184248451,"76-23 37th Ave, ,"
16875,Pollos Mario,11372,7182057777,"8613 Roosevelt Ave, ,"
16878,La Pollera Colorada II,11372,7184246531,"8213 Northern Blvd, ,"
16879,Elmhurst Famous Pizza of Jackson Heights,11372,7182055000,"7512 37th Ave, ,"
16880,The Original American Chicken,11372,7186510800,"78-07 37th Ave, ,"
16881,Krispy Krunchy Chicken,11372,7184409280,"82-08 37th Ave, ,"
16882,Woks Chinese Cuisine,11372,7188987861,"7921 37th Ave, ,"
16883,Talk of the Town,11372,7185339131,"37-21 72nd St, ,"
16885,New Aladdin Sweets and Cafe,11372,7184290505,"3766 74th St, ,"
16886,Indian Taj,11372,7186514187,"37-25 74th St, ,"
16887,East 21,11372,7186393535,"71-26 Roosevelt Ave, ,"
16888,Tropicana 88,11372,7184784939,"8811 Roosevelt Ave, ,"
16889,New Sing Sheng Kitchen,11372,7186519110,"89-05-07 37th Ave, ,"
16890,Barzola Queens,11372,7182056900,"9212 37th Ave, ,"
16891,Miracali Bakery,11372,7187797175,"7604 Roosevelt Ave, ,"
16892,Hornado Ecuatoriano Restaurant,11372,7182057357,"7618 Roosevelt Ave, ,"
16893,Patel Brothers,11372,7188983445,"37-27, 74th Street, ,"
16894,Dera Restaurant,11372,7184766516,"7209 Broadway, ,"
16895,Abdullah Sweets and Restaurant,11372,9175931073,"7306 37th Ave, ,"
16896,Tacos Veloz,11372,7183971233,"8610 Roosevelt Ave,"
16897,Al Araf Halal Fried Chicken,11372,7187797375,"76-03 37th Ave, ,"
16898,Guadalajara De Noche,11372,7186511155,"8509 Roosevelt Ave, ,"
16899,Ming Wok,11372,7184780241,"8418A Northern Blvd, ,"
16901,Raja Sweets & Fast Food,11372,7184241850,"7231 37th Ave, ,"
16902,Nepali Bhanchha Ghar,11372,9179990228,"7406 37th Rd,"
16903,La Picada Azuaya,11372,7184249797,"8419 37th Ave, ,"
16904,Dhaka Garden,11372,7184248600,"7223 37th Ave, ,"
16905,Tacos Morelos,11372,6464049080,"94-13 37th Ave, ,"
16906,Taco Bell,11372,7184789530,"8301 37th Ave, ,"
16908,Asia Restaurant,11372,7185050999,"8802 Roosevelt Ave, ,"
16909,Namaste Chautari Restaurant,11372,7184244994,"7415 Roosevelt Ave,"
16910,New Spring Garden,11372,7185059910,"9426 Roosevelt Ave, ,"
16912,City Coffee,11372,7186398169,"7717 37th Ave, ,"
16913,Cevicheria El Rey,11372,3478379180,"85-16 Roosevelt Ave, ,"
16914,Friends Corner Cafe,11372,7187796777,"74-17 Roosevelt Ave, ,"
16915,Dela Mora Restaurant,11372,3478320654,"84-19 Northern Blvd, ,"
16916,Quesadilla Sabrosa Taqueria,11372,6467320204,"75th St & Roosevelt Ave, ,"
16917,Mama's Empanadas,11372,7185059937,"85-05 Northern Blvd, ,"
16918,Phil-Am Foods,11372,7188991797,"7002 Roosevelt Ave,"
16919,La Chipotle Mexican Restaurant,11372,7184763330,"77-04 Roosevelt Ave, ,"
16920,China AAA,11372,7185058866,8210 Roosevelt Ave
16922,Q City Pizza,11372,7182055478,"84-02 Roosevelt Ave, ,"
16923,Alauddin Sweet Meat USA,11372,7184246900,"3714 73rd St, ,"
16924,Classic Thomas Pizza,11372,7184465388,8308 37th Ave
16925,Cafe La Nueva Restaurant,11372,7185053700,"8502 37th Ave, ,"
16926,BQE Billiards & Bar,11372,7187794348,"70-02 34th Ave, ,"
16927,Mejbaan Restaurant,11372,7184409470,"7424 37th Ave, ,"
16928,Seba-Seba Coffee Shop,11372,7184784691,"7928 37th Ave, ,"
16929,Barriles Restaurant and Sports Bar,11372,3476499811,"83-14 37th Ave, ,"
16930,La Gran Uruguaya Bakery,11372,7185050404,"85-06 37th Ave, ,"
16931,White Castle,11372,7188998376,"88-08 Northern Blvd, ,"
16932,Maharaja Sweets & Snacks,11372,7185052680,"7310 37th Ave, ,"
16933,Tacolandia,11372,7184780073,"7704 Roosevelt Ave, ,"
16934,Delicias Ambatenas,11372,7186721919,"68-24 Roosevelt Ave, ,"
16936,El Rinconcito De Tito,11372,7188030284,3761 79th St
16937,Taco Veloz,11372,3478635010,"90-10 Roosevelt Ave, ,"
16938,Aqui En Bella Puebla,11372,7186397300,"94-11 Roosevelt Ave, ,"
16939,Buenos Aires Bakery,11372,7186724046,"9009 Roosevelt Ave, ,"
16940,K Deli,11372,7184781965,"7504 37th Ave, ,"
16941,Hamro Bhim's Cafe,11372,7184580917,"7410 37th Rd, ,"
16942,IHOP,11372,7184295452,7301 Northern Blvd
16944,Famiglia Pizzeria,11372,7184572500,"74-20 Roosevelt Ave, ,"
16945,Gourmet Sweets & Restaurant,11372,7185338700,"72-08 Broadway, ,"
16946,Pico de Gallo,11372,7186390808,"8212 Roosevelt Ave, ,"
16947,Taqueria Chila Corp.,11372,7187794685,"8628 Roosevelt Ave, ,"
16948,La Abundancia,11372,7188035201,"8826 37th Ave, ,"
16949,Friendly Gourmet Deli,11372,9296667086,"88-01 37th Ave,"
16950,Martiniello's Pizzeria,11372,7187794733,"9506 Roosevelt Ave, ,"
16951,Prima Donna Peruvian and Italian Fusion,11372,7184580555,"90-18 Roosevelt Avenue,"
16952,El Puerto de Acapulco Bar & Restaurant,11372,7182055554,"9316 A 37th Ave, ,"
16954,Little Caesars,11372,7182052350,"86-10 Roosevelt Ave,"
16956,Iazor Blues-Tapas Bar,11372,7184248464,"8905 Northern Blvd, ,"
16957,La Gata Golosa Bakery & Restaurant,11372,7187791747,"89-1 37th Ave, ,"
16958,El Paisa Cafe,11372,7184295622,"8705 Northern Boulevard, ,"
16959,Burger King,11372,7185077366,"3707 82nd St, ,"
16960,Los Tres Potrillos,11372,7188031400,"82-11 Roosevelt Ave, ,"
16961,Puebla Seafood,11372,7186723556,"95-27 Roosevelt Ave, ,"
16962,Sun Hing Chinese Restaurant,11372,7184466994,"8914 Northern Boulevard, ,"
16963,Delicias Colombianas,11372,7187792784,"37-3 82nd St,"
16964,Tacos HNS Rodriguez,11372,7184267156,"89-04 Roosevelt Ave, ,"
16965,El Rumbero Bar Restaurant,11372,7188033125,"8205 Northern Blvd, ,"
16966,Sea Star,11372,7184584742,"9121 37th Ave, ,"
16967,McDonald's,11372,7184760747,"37-59 82nd St, ,"
16970,Bella Pizza,11372,7188994103,"9401 37th Ave, ,"
16971,Gianni's Pizza,11372,7184784783,"8113 Northern Blvd, ,"
16972,Pizza Don Pizza,11372,7184781788,"7504 Roosevelt Ave, ,"
16973,La Casa Del Pollo Peruano,11372,7184580824,"94-09 Roosevelt Ave, ,"
16974,Burger Factory,11372,7185330016,"81-05 Northern Boulevard, ,"
16975,Matt's Painting of New York,11372,9178381944,", ,"
16976,East Star,11372,7184783088,"80-24 Northern Blvd., ,"
16977,Dynasty Deli & Pizza,11372,7188980097,"7302 37th Avenue, ,"
16978,Pollos a la Brasa Don Alex,11372,7184240233,"84-10 37th Ave, ,"
16979,Tawa Tandoor,11372,7184782730,"37-56 74th St, ,"
16980,Karahi Restaurant and Grill,11372,7185338700,"72-08 Broadway, ,"
16981,Deccan Kabab,11372,7185655155,"74-06 37th Rd, ,"
16982,Panaderia Coatzingo,11372,7184294160,"76-11 Roosevelt Ave, ,"
16983,Juju's Bagels Cafe,11372,7182059511,"35-62 76th St, ,"
16984,Jaks Corner,11372,7188980097,"73-02 37th Ave, ,"
16986,Kennedy Fried Chicken and Pizza,11372,7185651188,"3461 Junction Blvd, ,"
16987,Pizza Boy,11372,7186513381,"7404 37th Ave, ,"
16988,Double Rainbow of Woodside Bakery,11372,7184290786,"7318 Broadway, ,"
16989,La Cabana Argentina Restaurant,11372,7184294388,"95-51 Roosevelt Ave, ,"
16990,Burger King,11372,7187794875,"6815 Northern Blvd, ,"
16991,KFC,11372,7183359705,"8715 Northern Blvd, ,"
16992,Khan Baba Restaurant,11372,7184248900,"7415 Roosevelt Ave, ,"
16993,Pollos El Paisa,11372,7186394001,"8317 Northern Blvd, ,"
16995,Los Toritos,11372,7185336381,"7911 Northern Blvd, ,"
16996,Yummy Fried Chicken & Pizza,11372,7184409280,82-8 37th Ave
16997,Ming Star Chinese Restaurant,11372,7184466994,"8914 Northern Blvd, ,"
16998,Premium Sweets & Restaurant,11372,7186725000,"37-14 73rd St, ,"
16999,Subway,11372,7184249551,3447 Junction Blvd
17000,La Ruana Paisa,11372,7185078191,"9203 37th Ave, ,"
17001,Pollos A La Brasa Don Alex,11372,7184245187,"9504 37th Avenue, ,"
17002,Lucky Star Chinese Restaurant,11372,7184461794,"34-52 Junction Blvd, ,"
17003,India Sari Palace,11372,7184262700,"3707 74th St, ,"
17004,Khaabar Baari Restaurant,11372,7187669291,"3722 73rd Street, ,"
17005,El Jacalito,11372,7185072846,"3307 89th St, ,"
17006,Natural Delights Caterers,11372,3475256726,"37-11 90th St, ,"
17007,Seba-Seba Bakery,11372,7183354548,"8303 Northern Blvd, ,"
17009,China 81,11372,7184788886,"8116 Northern Blvd, ,"
17010,Andyboy Mexican Restaurant,11372,3476391963,"94 23 37th Ave Queens, ,"
17013,Party Pizza,11372,7186513050,"86-14 37th Ave, ,"
17015,Macarena Restaurant,11372,7185336381,7911 Northern Blvd
17016,Golden Crust Pizza & Grill,11372,7185071000,"90-23 37th Ave, ,"
17017,Original Mama's Empanadas,11372,7188998529,"76-17 Roosevelt Ave, ,"
17018,La Boina Roja,11372,7186391662,"8018 37th Ave, ,"
17019,JoJu,11373,3478080887,"83-25 Broadway, ,"
17020,Taste Good Malaysian Cuisine,11373,7188988001,"82-18 45th Ave, ,"
17021,iCook Buffet,11373,9295220889,"81-17 Broadway, ,"
17022,Lao Bei Fang Dumpling House,11373,7186393996,"8305 Broadway, ,"
17023,Uncle Zhou,11373,7183930888,"83-29 Broadway, ,"
17024,Eim Khao Mun Kai Elmhurst,11373,7184247156,"81-32 Broadway, ,"
17025,Dek Sen,11373,7182055181,"8608 Whitney Ave, ,"
17026,JoJu Bowl,11373,9292082470,"83-25 Broadway, Lower Level"
17027,Taiwanese Gourmet,11373,7184788988,"8402 Broadway, ,"
17028,Ayada Thai,11373,7184240844,"7708 Woodside Ave, ,"
17029,Pulau Pinang,11373,7186727380,"82-84 Broadway, ,"
17030,Shun Wang Restaurant,11373,7187793330,"81-25 Broadway, ,"
17031,NuNoodle,11373,7185058858,"89-10 Queens Blvd,"
17032,Little House Cafe,11373,7185920888,"90-19 Corona Ave, ,"
17033,Panda Cafè,11373,7188061905,"8331 Broadway, ,"
17034,Boon Chu Thai Place,11373,7188986836,"83-18 Broadway, ,"
17035,Wong Kwong Hop,11373,7182055537,"85-27 Grand Ave, ,"
17036,Areperia Arepa Lady,11373,3477306124,"77-02A Roosevelt Ave, ,"
17037,Chao Thai Restaurant,11373,7184244999,"8503 Whitney Ave, ,"
17038,Hua Rong Chinese Restaurant,11373,7187601027,"8323 Broadway, ,"
17039,Coco South East Asian Cuisine,11373,7185652030,"8269 Broadway, ,"
17040,La Fusta Restaurant,11373,7184298222,"80-32 Baxter Ave, ,"
17041,Potato Corner,11373,9292084227,"90-15 Queens Blvd, ,"
17042,Sky Cafe,11373,7186519759,"8620 Whitney Ave, ,"
17043,Juquila Mexican Cuisine,11373,7184580104,"40-12 83rd St, ,"
17044,Pata Cafe,11373,3474697142,"5614 Van Horn St,"
17046,Five Loaves And Two Fishes 五餅二魚,11373,7188995185,"82-72 Broadway, ,"
17047,Tommy Thai,11373,9178326881,"85-32 Grand Ave,"
17048,Fruits & Waffles,11373,9292960174,"8120 Broadway, ,"
17049,Patacon Pisao,11373,7188998922,"85-22 Grand Ave, ,"
17050,Khao Kang,11373,7186628721,"7620 Woodside Ave, ,"
17051,Alex's Spot,11373,9294243430,"90-18 Corona Ave, ,"
17052,The Cheesecake Factory,11373,7186991212,"90-15 Queens Blvd, Space 1073"
17053,Pho Bac,11373,7186390000,"8278 Broadway,"
17054,Shake Shack,11373,3472250190,"90-15 Queens Blvd, Space 1069,"
17055,Elmhurst Deli & Juice Bar,11373,7184240107,80-03 Broadway
17056,Chick-fil-A at Queens Center Mall,11373,7182711755,9015 Queens Blvd
17057,China Pearl Restaurant,11373,7184783330,"8222 45th Ave, ,"
17058,Nusara Thai Kitchen,11373,7188987996,"8280 Broadway, ,"
17059,Happy Stony Noodle,11373,7183350500,"83-47 Dongan Ave, ,"
17061,Hae Woon Dae,11373,7183975834,"7532 Broadway, ,"
17063,Sweet Yummy House,11373,7188786603,"83-13 Broadway, ,"
17064,Sushi Island,11373,7188033033,"87-18 Queens Blvd, ,"
17065,Chicken Fest,11373,7182052884,"40-36 82nd St, ,"
17066,Joe's Crab Shack,11373,7184240302,"92-50 59th Ave, ,"
17067,The Spoon Factory,11373,7182711701,"Queens Mall, 90-15 Queens Blvd, Level 1B,"
17068,La Esquina Criolla,11373,7186995579,"9467 Corona Ave, ,"
17069,Spicy Shallot,11373,7186725266,"77-01 Woodside Ave, ,"
17070,Wasabi Point,11373,7182051056,"76-18 Woodside Ave, ,"
17071,Prontito,11373,3475564950,"40 25 Forley St, ,"
17072,Kababish,11373,7185655131,"70-64 Broadway, ,"
17073,El Gauchito,11373,7182711917,"9460 Corona Ave, ,"
17074,New Broadway Seafood Restaurant,11373,7186990688,"83-17 Broadway, ,"
17075,LongHorn Steakhouse,11373,7183351371,92-30 59th Ave
17076,Rice-N-Tea,11373,7182050181,"77-00 Queens Blvd, ,"
17077,Tangra Masala,11373,7188032298,"87-09 Grand Ave, ,"
17078,Chinger,11373,7185026668,"83-02 Broadway, ,"
17079,Louie's Pizza,11373,7184409346,"81-34 Baxter Ave, ,"
17080,Chopstick,11373,7186990866,"9128 Corona Ave, ,"
17081,Asian Kitchen,11373,7185650906,"8543 Grand Ave, ,"
17082,Summer,11373,7188036233,"85-36 Grand Ave,"
17083,Shell Cove BBQ Shabu Shabu Noodle,11373,7185026668,"8302 Broadway, ,"
17084,Mi Otra Casa Restaurant,11373,7184290510,"9106 43rd Ave, ,"
17085,Sabay Thai Restaurant,11373,7184249054,"75-19 Broadway, ,"
17086,Sariling Atin,11373,7183971200,"89-12 Queens Blvd, ,"
17087,Genesis,11373,7184262080,"7804 Woodside Ave, ,"
17088,Tropic Pollo,11373,7185922093,"90-59 Coroina Ave, ,"
17089,Nour's Halal 2 Go,11373,6465154608,"Corner of Baxter Ave & Judge St, ,"
17090,Chung Ki Wa Restaurant,11373,7184780925,"4006 74th St, ,"
17091,Gino's Pizzeria,11373,7186728515,"8635 Broadway, ,"
17092,Elmhurst Famous Pizza,11373,7182713000,"8307 Broadway, ,"
17093,La Abundancia,11373,7182055021,"75-02 Roosevelt Ave, ,"
17094,Asian Taste 86,11373,7187798686,"8610 Whitney Ave, ,"
17096,Ping's,11373,7183961238,"8302 Queens Blvd, ,"
17097,Coffee Stop - La Parada Obligada,11373,7188981016,"7408 Grand Ave,"
17098,Tomo Japanese Cafe,11373,7188039799,"89-14 Queens Blvd, ,"
17099,Upi Jaya,11373,7184581807,"76-04 Woodside Ave, ,"
17100,John's Pizzeria,11373,7184577561,"85-02 Grand Ave, ,"
17101,Olive Garden Italian Restaurant,11373,7184580549,"92-10 59th Avenue, ,"
17102,Georgia Diner,11373,7186519000,"86-55 Queens Blvd, ,"
17103,8 Paet Rio,11373,9178326672,"81-10 Broadway, ,"
17104,White Castle,11373,7184260618,"89-03 57th Ave,"
17105,Popeyes,11373,7187797728,"4010 82nd St, ,"
17106,Thai Thai Grocery Store,11373,9177696168,"7613 Woodside Ave, ,"
17107,Boca Junior Restaurant,11373,7184292077,"8108 Queens Blvd, ,"
17108,Sabor Latino Restaurant,11373,7184573966,"9535 40th Rd, ,"
17109,McDonald's,11373,7184781204,"8003 Queens Blvd, ,"
17110,Ploy Thai,11373,7182052128,"8140 Broadway, ,"
17112,Rio De La Plata Bakery Shop,11373,7182715422,"9465 Corona Ave, ,"
17113,Upaya's Restaurant,11373,9292969495,"40-08 Hampton St, ,"
17116,Yummy & Health Cafe,11373,3478089688,"83-31 Broadway, ,"
17117,Freedom Dove,11373,7185929773,"9053 Corona Ave, ,"
17118,Mini Picanteria El Guayaquileno,11373,7187604982,"9454 Corona Ave, ,"
17120,My Uncle's Steakhouse,11373,7184268080,"89-08 Queens Blvd,"
17121,Fabulous Nevada Diner,11373,7184262229,"80-26 Queens Blvd, ,"
17122,Sarku Japan,11373,7186998700,"Queens Center Mall, 90-15 Queens Blvd,"
17123,Zion Deli Grocery,11373,7188997670,"8109 41st Ave, ,"
17126,He Lin Restaurant,11373,7186996688,"83-11 Broadway, ,"
17129,Silver Spoon Diner,11373,7183933000,"5821 Junction Blvd, ,"
17130,McDonald's,11373,7182712032,"90-15 Queens Blvd, ,"
