Title,Summary,review_link,review_link-href,Review,Recommended-dishes,address,telephone,drinks,cuisine
"Africa Kine","Samba Niang and Kine (pronounced kee-nay) Mar, natives of Dakar, run this Senegalese restaurant in Harlem, where by day, women cook crowded, fragrant stews, primed with fermented dried fish and sea snail; men roast monuments of meat by night.","Read Review","http://www.nytimes.com/2016/02/03/dining/hungry-city-africa-kine-harlem.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""The restaurant was once named Africa, as if embracing an entire continent, when in fact the focus was on the cooking of the western coast, mainly Senegal.""},{""Review"":""Samba Niang and Kine (pronounced kee-nay) Mar, natives of Dakar, opened its doors two decades ago on the northern side of West 116th Street in Harlem — a strip that soon after became known as Le Petit Sénégal, in honor of the immigrants who brought French and billowing boubous (ankle-length tunic-gowns) to the neighborhood.""}]","singlepage.com/africa-kine","2267 Seventh Avenue,
                             Harlem","212-666-9500","Nem; fataya; petit pois; thiebou guinaar; lamb mafe; mechoui; grilled fish with aloko; thiakry. Prices $5 to $16.","African"
"Lincoln Ristorante","A large and glittery Italian restaurant under a swooping grass roof on the campus of Lincoln Center, run under the direction of the chef Jonathan Benno.","Read Review","http://www.nytimes.com/2010/11/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""LINCOLN RISTORANTE is a large and glittery Italian restaurant that opened this fall under a swooping grass roof on the campus of Lincoln Center at a reported cost of $20 million, under the direction of the chef Jonathan Benno and his partners, the Patina Restaurant Group.""},{""Review"":""That Mr. Benno can cook is hardly in question. He was Thomas Keller’s widely praised second in command at Per Se in the Time Warner Center, a restaurant that received four stars from The New York Times in 2004. He worked at Per Se until last January, when he left under a drumbeat of publicity to start Lincoln.""}]","A modernist stage.","142 West 65th Street,
                             Upper West Side","212-359-6500","Conversational and pleasant.","Italian"
"Desmond's","A society-crowded restaurant that serves mostly well-prepared haute nursery food with a vague Continental accent.","Read Review","http://www.nytimes.com/2011/06/22/dining/reviews/desmonds-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""THE greatest restaurant fish in the world may be Dover sole, an exquisite flounder of eastern Atlantic heritage that takes its name from the English port from which its best hunters once sailed. Diners love the fillets for their mild, sweet flavor and for the way the edges crisp in the heat. Add a film of clarified butter as a kind of force multiplier and you have a dish of intense simplicity.""},{""Review"":""Dover sole does not come cheap. Hauled from the sand and mud seabeds of coastal Europe and North Africa (and mostly sold out of the Netherlands now), then shipped by air to the United States, the fish commands prices commensurate with the journey and the power of its name. It is rare to find it in a New York restaurant for less than $40 a plate.""}]","Clubbish and comfortable in the uptown senses of both.","153 East 60th Street,
                             Upper East Side","212-207-4949","Neither hushed nor cacophonous.","American, European"
"Marta","Pizza, a lesser stop on Rome’s culinary pilgrimage route, is the main event of this pizzeria, opened by the chef Nick Anderer. Marta has Roman appetizers and entire Roman dishes repurposed as toppings for pizzas with thin crusts in the Roman style. Main courses are available, but they are not as trustworthy as the pies.","Read Review","http://www.nytimes.com/2014/12/03/dining/restaurant-review-danny-meyers-marta-in-nomad.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Nobody goes to Rome for the pizza. Rectangles of pizza bianca cut with scissors on the Campo de’ Fiori from long planks shaped like diving boards, yes, but not for regular pizza. The standard circular pie is something travelers eat only after saltimbocca, puntarelle, spicy tripe, salt cod fritters, semolina gnocchi, porchetta, artichokes fried alla giudia and the holy pasta trinity of cacio e pepe, amatriciana and carbonara have all been checked off the list. It is food for the fifth night of vacation.""},{""Review"":""And now the chef Nick Anderer has come to make this lesser stop on Rome’s culinary pilgrimage route the main event of his new pizzeria, Marta. For the last five years Mr. Anderer has been a faithful custodian of the more famous Roman landmarks at Maialino, in the Gramercy Park Hotel. Marta, opened in September, is a continuation of that project, a spinoff that might have found a space next door if Danny Meyer’s Union Square Hospitality Group had not decided to place it about a half-mile away in the soaring, stately lobby of the Martha Washington Hotel. Marta has Roman appetizers and entire Roman dishes repurposed as toppings for pizzas with thin crusts in the Roman style.""}]","Fine for a pizzeria, but don’t come to this soaring, stately hotel lobby expecting charm.","29 East 29th Street,
                             Midtown South","212-651-3800","Moderate, but friendly to conversation.","Italian, Pizza"
"Sam’s Spring Roll","Here, a spring roll might hide the soft heart of an Indian samosa, or reveal an interior of ground chicken perfumed with cumin, a borrowing from northwestern China, and the sauces — including a voluptuous chimichurri mellowed by Greek yogurt and a nervy synthesis of fishy sauce, cilantro, garlic and Thai bird chiles — redeem even wayward experiments at Sam's Spring Roll.","Read Review","http://www.nytimes.com/2015/09/16/dining/hungry-city-sams-spring-roll-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Once, the sign above this pinched storefront on Essex Street promised skullcaps and prayer shawls. Then came snapback hats and deadstock sneakers, and later eel buns and bubble tea.""},{""Review"":""This is the restless history of just three years on the Lower East Side. The latest tenant is Sam’s Spring Roll, a snack counter specializing in spring rolls with unorthodox fillings, which may sound like an idea born in a Smorgasburg stall.""}]","singlepage.com/sams-spring-roll","23 Essex Street,
                             Lower East Side","212-777-7211","Samosa spring roll; cumin-chicken spring roll; “crack” sauce; creamy chimichurri; creamy verde. Prices $2 to $9; $12 for sampler platter of eight spring rolls and four sauces.","Chinese"
"Royal Seafood Restaurant","Royal Seafood has glinting chandeliers and the added benefit of serving food that is often very close to Cantonese cuisine, the original flavor of Chinatown, with enough modern Hong Kong flourishes to let you know that it’s 2012.","Read Review","http://www.nytimes.com/2012/12/12/dining/reviews/restaurant-review-royal-seafood-restaurant-in-chinatown.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""EVERYBODY was having lobster.""},{""Review"":""Before placing an order, Chinatown veterans look around the dining room to see what others are eating. At the Royal Seafood Restaurant on Mott Street one recent night, the vote was unanimous. Grandmothers were having lobster and small girls in crisp dresses were having lobster and eight police officers in stiff blue uniforms were having lobster. Nearly all the enormous round tables draped with carnation-pink cloths were occupied, and sitting on the center of each was a platter of red shells split open to expose the shiny white meat inside.""}]","A vast dining hall cheered up by shiny golden dragons, sparkly chandeliers and pink tablecloths.","103-105 Mott Street,
                             Chinatown","212-219-2338","Moderate.","Chinese"
"Brooklyn Fare","There are but 18 seats at this exquisite little restaurant attached to a grocery store on Schermerhorn Street in downtown Brooklyn.","Read Review","http://www.nytimes.com/2011/04/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""“PARDON me,” said César Ramirez. Thus begins every meal at one of the more extraordinary restaurants in New York City.""},{""Review"":""Mr. Ramirez is the chef at the Chef’s Table at Brooklyn Fare, on Schermerhorn Street in Downtown Brooklyn. He stood like a ship’s captain in front of the immense Molteni stove that is the centerpiece of his kitchen, the hearth around which the restaurant was built, framed by an immense collection of gleaming copper pots. Before him were 18 customers on stools set around a D-shaped stainless-steel bar. They were divided into two groups. One had started its meal at 6:30 p.m., the other at 7:15.""}]","A mashup of a cooking class, an artist's studio visit and a sports bar devoted to discussion of haute cuisine.","200 Schermerhorn Street,
                             Boerum Hill","718-243-0050","Quiet, save for exultations over the food.","American, Seafood"
"Beach Bistro 96","Carlos Vallera, who grew up in the Brazilian port town Santos, opened this low-slung sea shack a block from Rockaway Beach after another life as a pro surfer and model.","Read Review","http://www.nytimes.com/2016/07/20/dining/brazilian-food-rockaways-beach-bistro-96.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""The crepe is moon-white. Folded, it looks like a beaded clutch, studded with pearls from the world’s tiniest oysters.""},{""Review"":""The pearls are hydrated tapioca flour, sifted into a dry hot pan until they stick together. The result looks brittle, but under the teeth it sinks and clings, as chewy inside as Japanese mochi.""}]","singlepage.com/beach-bistro-96","95-19 Rockaway Beach Boulevard,
                             The Rockaways","718-474-6000","Pão de queijo; pasteis with beef, banana or guava and cheese; tapioca with spinach and cheese; mushroom quinotto. Prices $3 to $15; cash only.","Brazilian"
"Casa Lever","This new Italian restaurant is of the Manhattan old school, built for socialites and those who finance them.","Read Review","http://www.nytimes.com/2010/01/06/dining/reviews/06rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""HERE now is a new Italian restaurant of the Manhattan old school, built for socialites and those who finance them, staffed by handsome, rakish men with huge wristwatches. It’s the sort of place where in the movie, based on a novel as yet unwritten by Dana Vachon, you might cast Anne Hathaway as the lead and Diane Keaton as her mom. You’re welcome, too. For all this, Casa Lever is a deeply likable restaurant. It’s very New York.""},{""Review"":""The setting is International, on the ground floor of Lever House, on Park Avenue in that gulch of skyscrapers north of Grand Central Terminal. Lever House was designed by Gordon Bunshaft. It was among the first curtain-wall buildings in New York, a triumph of glass volume over concrete mass, pure balance over specious symmetry. It’s the sort of building that makes you stand up straight.""}]","singlepage.com/casa-lever","390 Park Avenue,
                             Midtown East","212-888-2700","$$$$ (very expensive)","Italian"
"Marea","The latest jewel in the crown of Chris Cannon and chef Michael White, Marea has a menu probably best described as coastal.","Read Review","http://www.nytimes.com/2009/10/21/dining/reviews/21rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[]","null","null","null","null","null"
"Oiji","Oiji in some ways continues the mission of the previous occupant, Dok Suni, of updating and translating Korean cuisine with respect, but the two chefs, Brian Kim and Tae Kyung Ku, aim for a little French-style nuance, too.","Read Review","http://www.nytimes.com/2015/08/19/dining/restaurant-review-oiji-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""I’ll get to the heftier items on Oiji’s menu. I’ll praise the pine-smoked mackerel that a mackerel-conscious friend and I have been emailing each other about for a month now. I’ll reminisce about the bowl of buttered rice and stewed beef that seemed boring at first and then not boring at all. I’ll try to explain what makes the bubble-cluster of crust on the fried chicken so good. All in due time, all in due time.""},{""Review"":""First, I need to tell you about the honey butter chips.""}]","Casual but not raucous, with some subliminal nods toward Korea. Servers are low-key, but well-informed and responsive.","119 First Avenue,
                             East Village","646-767-9050","Moderate.","Korean"
"Yopparai","Everything at Yopparai is designed to unknot the mind: cushioned benches for two in lieu of bar stools; sake poured in doll-size cups, forcing you to sip; comforting small plates and rustic snacks; a cloudy undertow of jazz. At this modest sake bar, you eat the way you drink, in tiny mouthfuls. And so the hours drift. You will not notice.","Read Review","http://www.nytimes.com/2012/06/27/dining/reviews/yopparai-a-sake-bar-on-the-lower-east-side-serves-just-30-hungry-city.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""IT feels illicit, to be hovering here on the crumbly stoop of a Lower East Side tenement. Press the buzzer, and a voice, garbled, exacts your name. The doorknob clicks, and you blink a moment in the bright foyer, until a pocket door skids open and a figure in black, behind a curtain of ropes, beckons.""},{""Review"":""But the payoff is no latter-day opium den with a slinky soundtrack and cocktails set on fire. Yopparai, a modest sake bar that opened in March, isn’t playing hard to get. It is a speakeasy by happenstance, simply making the best of its awkward perch in a repurposed railroad apartment.""}]","singlepage.com/yopparai","151 Rivington Street,
                             Lower East Side","212-777-7253","Assorted oden; ika no uni ae (squid sashimi with sea urchin); unagi yanagawa (freshwater eel with scrambled egg in dashi broth); negitoro (toro-scallion) sashimi; masu tofu; ochazuke (dashi broth poured over rice).","Japanese"
"Carnitas El Atoradero","Denisse Lina Chavez, the chef and owner of Carnitas El Atoradero, cooked carnitas in her bodega next door to growing crowds. Now, with a proper kitchen, she makes daily specials with traditional herbs and spices shipped by her sister from Mexico.","Read Review","http://www.nytimes.com/2014/11/26/dining/hungry-city-carnitas-el-atoradero-in-the-south-bronx.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""The plastic cups arrived on a terra-cotta plate, one cup filled with a pickled pig’s knuckle, another with a hank of goat sloughed off the bone and unraveling. There were sips of soup, too, shining with fat, and a dark sauce that tasted like smoke incarnate.""},{""Review"":""“Samples,” explained Denisse Lina Chavez, the chef and owner of Carnitas El Atoradero in the South Bronx. “I always give, because people might not know the food.”""}]","singlepage.com/carnitas-el-atoradero","null","null","Mole poblano; pipian verde con pollo (chicken in pumpkin-seed sauce); albóndigas (meatballs); barbacoa de chivo (roasted goat); consome de chivo (goat broth); pozole (pork and hominy stew); mole de olla (beef stew); cemita (sandwich) with chorizo.","null"
"Plant Love House","At this cheerful, unassuming storefront, Manadsanan Sutipayakul is cooking for the neighborhood: the clientele is mostly Thai, the dishes comforting rather than showy. Her daughters make the desserts, which include sizzling platters designed to make you gasp or giggle.","Read Review","http://www.nytimes.com/2015/01/21/dining/hungry-city-plant-love-house-in-elmhurst-queens.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""It’s only at the end that the blood is tipped in, just before the bowl of num tok — an opaque, nearly black Thai noodle soup — is brought to the table. This is time enough for the blood to disperse in the broth and lose its drawn-sword tang. What I tasted was more elliptical: salt, minerals, a distinctly animal sweetness.""},{""Review"":""Num tok is street food, originally sold from sampans plying the waterways of central Thailand (call it canal food). It appears on a few Thai menus around town, but perhaps nowhere as unassuming as Plant Love House, opened in November by Manadsanan Sutipayakul and her two daughters in Elmhurst, Queens.""}]","singlepage.com/plant-love-house","86-08 Whitney Avenue,
                             Elmhurst","718-565-2010","Num tok (pork blood soup); tom yum (spicy sour soup); yum khanom jeen (fermented rice noodles with crispy salmon); ba mee poo moo dang (egg noodles with crab and pork); Plant Love Toast; Matcha Roti Red Bean Sizzling.","Thai"
"A Voce Madison","The cooking at A Voce Madison has taken an understated turn that still offers a rewarding spin on modern Italian cuisine.","Read Review","http://www.nytimes.com/2014/06/18/dining/restaurant-review-a-voce-madison-and-blt-fish.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""When a restaurant is founded by a chef whose kitchen acrobatics make us sit up and notice, it can be confusing for everybody when that chef moves on. Will the replacement be a caretaker cook mimicking the style that made the place exciting? Or will the successor be a creative whiz who can make the menu jump through a new set of hoops?""},{""Review"":""A Voce Madison and BLT Fish, two Manhattan restaurants that won enthusiastic three-star reviews from Frank Bruni in The New York Times shortly after they opened, have faced this question. Laurent Tourondel whipped up BLT Fish in 2005, but walked away from it and his other BLT restaurants around the country four years later in a messy split with his business partner. Andrew Carmellini put A Voce, as it was called then, on the map in 2006, but he is long gone, too.""}]","Modern and comfortable.","41 Madison Avenue,
                             Midtown South","212-545-8555","Moderate.","Italian"
"Il Buco Alimentari e Vineria","This sibling to the original Il Buco, on Bond Street, is the city’s most complete realization so far of a powerful myth: the simple and convivial restaurant that tastes just like Italy.","Read Review","http://www.nytimes.com/2012/02/15/dining/reviews/il-buco-alimentari-e-vineria-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""IS it crazy to fall for a restaurant because of a handful of chickpeas? Tumbling around with pickled currants under crunchy stalks of grilled octopus leg, these chickpeas were smaller and sweeter than usual, less starchy and grainy. Tasting one was like encountering a goldfinch if the only birds you’d ever seen were pigeons.""},{""Review"":""Still, they were just chickpeas. Is it more logical to fall for a restaurant because of sliced bread in a basket? It was remarkable stuff, with the gradually unfolding nuances of taste that are achieved only through a slow and patient fermentation of dough with wild yeast.""}]","A casual, bright and busy room with artfully chosen Italian fixtures and props. Service is slightly overtaxed, but skilled at guiding menu and wine choices.","53 Great Jones Street,
                             NoHo","212-837-2622","Somewhat challenging at night.","Italian"
"Ivan Ramen","Ivan Orkin, the Long Island-born chef who made his name cooking ramen in Tokyo, comes home with a restaurant that shows his breadth as a chef.","Read Review","http://www.nytimes.com/2014/08/06/dining/restaurant-review-ivan-ramen.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Years from now, when PBS runs its six-part documentary about David Chang, Roy Choi and the other American chefs who over the last decade have cracked open Asian cooking traditions and hosed down the pieces with pork fat, I hope an episode will be devoted to the triple pork triple garlic mazemen at Ivan Ramen.""},{""Review"":""The camera will pan majestically across “The Art of the Slurp,” Nathan Fox’s manga-style strip that hangs over the counter and starts with a fat boy in a Batman mask snapping his chopsticks apart, as a narrator intones: “In 2014, Ivan Orkin, a Long Island native who grew famous cooking ramen in Tokyo, opened his flagship restaurant on the Lower East Side.”""}]","Lively but relaxed, with more elbow room at the counter and the tables than you might expect.","25 Clinton Street ,
                             Lower East Side","646-678-3859","Jarring at peak hours.","American, Japanese"
"Korzo","This gastro-bar in Brooklyn serves Mittel-European comfort food in what might be called recession-era portions.","Read Review","http://www.nytimes.com/2008/12/17/dining/17brief-002.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Eurotrip""},{""Review"":""667 Fifth Avenue (20th Street), Brooklyn, (718)  285-9425, eurotripbrooklyn.com""}]","null","null","null","null","null"
"Freek’s Mill","Freek’s Mill looks not very different from other young, ingredient-minded Brooklyn restaurants. But the wine list is wonderfully eccentric, heavily weighted with chenin blanc and gamay. These wines are flexible, wrapping themselves around whatever you happen to be eating. This is lucky, because so many things on Chad Shaner’s menu are worth trying.","Read Review","http://www.nytimes.com/2016/06/29/dining/freeks-mill-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Standing on a drawbridge one night early this month, a man and a woman stood close and kissed, blind to everything around them, even the motionless toxic porridge of the Gowanus Canal below their feet. About to cross the span, I stopped to give them their space. The Union Street Bridge in Brooklyn is not the Pont Marie in Paris. But romance can bloom anywhere, even on a Superfund site.""},{""Review"":""Around the corner on Nevins Street, I’d just had an unusually enjoyable dinner at a restaurant that has been busy constructing its own Gowanus romance. Called Freek’s Mill, it is named after a pre-Revolutionary War gristmill powered by a race that emptied into the Gowanus, when it was still a creek.""}]","Neat and spartan, with well-spaced tables and a counter facing the open kitchen. Servers are kind and free of attitude.","285 Nevins Street,
                             Gowanus","718-852-3000","Moderate.","American"
"Wo Hop","What New Yorkers used to know as a Chinese restaurant, serving an Americanized version of Chinese food.","Read Review","http://www.nytimes.com/2010/07/07/dining/reviews/07dinbriefs.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""17 Mott Street (Mosco Street), Chinatown; (212) 962-8617.""},{""Review"":""It was early evening at Wo Hop, the dinner rush still just over the horizon, and the waiters lounged at tables in their work jackets, waiting. They looked as if they were ready to play cards. Everywhere were snapshots and business cards, tacked to the walls.""}]","","17 Mott Street,
                             Chinatown","212-962-8617","singlepage.com/wo-hop","Chinese"
"Paowalla","Reaching into his back catalog, the chef Floyd Cardoz is serving some dishes and even a couple of cocktails, like the mind-clearing cucumber-gin highball called the Kachumber Cooler, that are flashbacks to the much-missed Tabla and Bread Bar.","Read Review","http://www.nytimes.com/2016/11/09/dining/paowalla-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""After Tabla, Floyd Cardoz doesn’t owe New York anything. In his 11 years as the chef of that restaurant across from Madison Square Park, he used the language of Indian cuisine to say things we had never heard before.""},{""Review"":""A native of Mumbai, he showed us that the Indian spice cabinet can perform many other tricks besides curry. Upstairs at Tabla, he helped end the era in which the fine-dining wing of the restaurant business operated as a club to which cuisines of non-European descent need not apply. At the bottom of the winding staircase, in the little lounge known as Bread Bar, he showed us that a serious chef could pull off a more affordable and accessible menu without pandering.""}]","Casual and lively, with a wood-burning bread oven in the middle of a somewhat awkward dining room. Service varies from quietly helpful to distractingly fussy.","195 Spring Street,
                             SoHo","212-235-1098","Manageable at some tables, impossible at others.","Indian"
"Mayfield","Mayfield is broadly American in mission, with an occasional Southern twang.","Read Review","http://www.nytimes.com/2013/03/13/dining/reviews/hungry-city-mayfield-in-crown-heights-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""It is a dish that unfolds in panorama: on one end, a bowl of smoky collards, the leaves sweated until just soft, with hunks of bacon waiting to be flushed out of the undergrowth; then spoonbread, made with white cornmeal and given breath by whipped egg whites so it has the body of a soufflé and the heart of a pudding; and, last, quail, brined, soaked in buttermilk and dredged in flour and Old Bay seasoning, its dainty legs under ruffles of crisp skin.""},{""Review"":""Some might find this effete, a chef’s attempt to turn fried chicken haute. But quail is a Southern staple, a hunter’s bird, trophy for gentry and hardscrabble alike, stalked in the pines, downed by Pop’s shotgun and dressed for Christmas breakfast. It has less flesh than chicken but is meatier, with a streak of wildness.""}]","singlepage.com/mayfield","688 Franklin Avenue,
                             Crown Heights","347-318-3643","Fluke ceviche; leeks vinaigrette; cauliflower and celery root soup; fried clam bellies; bay scallops; cauliflower custard; trout; buttermilk-fried quail; apple upside-down cake.","American"
"Momofuku Ssam Bar","At freewheeling Ssam, you can drop in for just 30 minutes, have a snack of one or two small dishes, and pay just $20 for them.","Read Review","http://www.nytimes.com/2008/12/03/dining/reviews/03rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""IF you’ve had just about all of the fawning over David Chang that you can take, think about how those of us dishing out the praise feel. We’d love to move on to a more original object of adoration and would be happy to pronounce him overrated or just plain over  —  we’re cranky and contrary  that way.""},{""Review"":""But he won’t let us. He keeps demanding more from himself and his restaurants, keeps giving us reasons not to stray. Exhibit A: Momofuku Ssam Bar, the cornerstone of the Chang legend.""}]","A sleek, rollicking room with about 70 backless stools, many at a long counter, and a partially open kitchen.","207 Second Avenue,
                             East Village","212-254-3500","Loud.","Korean"
"Tap Room 307","With more than 40 delicious drafts from around the world, this breezy sports bar gets packed with young suds heads in the evening. At lunchtime, though, it’s a nice, quiet spot for excellent, unusual beers.","Read Review","http://www.nytimes.com/2011/06/01/dining/reviews/tap-room-307-in-gramercy-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""307 Third Avenue (23rd Street), Gramercy; (212) 725-4766; taproom307.com.""},{""Review"":""Unless sports TV, excess noise and 20-something dating are your kind of thing, this may not be your kind of place (in the evening, at least).""}]","singlepage.com/tap-room-307","307 Third Avenue,
                             Kips Bay","212-725-4766","Tuscan kale salad, Cubano, Tap Room burger, lemon zeppoles.","American"
"Los Perros Locos","Los Perros Locos translates as mad dogs, a fair description of the house specialty: hot dogs in the ornate Colombian style.","Read Review","http://www.nytimes.com/2013/06/12/dining/reviews/hungry-city-los-perros-locos-on-the-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Los Perros Locos can be an unsettling place to eat if you’re sober. The interior of this Lower East Side spot is half acid-washed concrete and corrugated metal, half spatter pattern in hot pink, mustard yellow and chlorine blue. On silk-screened wall panels, spindly palm trees stretch as high as the Empire State Building while the Fontainebleau hotel in Miami Beach hovers on the fringe of Bogotá’s Plaza de Bolívar.""},{""Review"":""Note that this fever-dream mural is the work of the street-art collective UR New York, a veteran of Art Basel Miami. Designer Plumen bulbs with chic squiggle coils dangle above a flame-red counter. A picnic table, sawed in half, is juxtaposed with a mirror to appear whole. Nothing is as slapdash as it first seems.""}]","singlepage.com/los-perros-locos","201 Allen Street,
                             Lower East Side","212-473-1200","Pablo Escobar, Chimi-Churi-Chori, Amerro-Perro, Spicy Spicy Mango, salchipapas ultimas, Choco-Loco.","Hot Dogs"
"Raoul's","A Prince Street mainstay since the mid 1970s, Raoul’s is a taste of the Manhattan found in Sondheim lyrics.","Read Review","http://www.nytimes.com/2010/02/17/dining/reviews/17brief-002.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""180 Prince Street (Sullivan Street), SoHo; (212) 966-3518, raouls.com.""},{""Review"":""They are still coming out, the young and ambitious and well dressed, the older, scuff-heeled artist set, gesso-stained Brooklyn strivers and models out of Grenoble alike. They sit along the banquettes up front and laugh, or sulk beneath Larry Clark pictures and preen in the back, or stare longingly at the giant Martin Schreiber print, a larger-than-life red-headed nude who everyone says may be Sarah Ferguson, the Duchess of York. She lies on a couch. She’s a glass of grenache.""}]","singlepage.com/raouls","180 Prince Street,
                             SoHo","212-966-3518","$$$ (expensive)","Bistros, French"
"Betony","Bryce Shuman, the chef of Betony, worked under Daniel Humm at Eleven Madison Park for six years, and traces of Mr. Humm’s style show up in his cooking.","Read Review","http://www.nytimes.com/2013/08/28/dining/reviews/restaurant-review-betony-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide","[]","null","null","null","null","null"
"Blueprint","An artisanal cocktail bar that serves charcuterie and cheeses, seasonally driven salads, small plates and bigger dishes.","Read Review","http://www.nytimes.com/2011/10/26/dining/reviews/cannibal-blueprint-and-wild-rise-nyc-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""IT used to be that when you went to a bar, you got a free bowl of peanuts. Now the drinking has become a whole lot more interesting, and interest leads to commitment. Bar food is flirting with seriousness, tempting you to stay in your seat all night.""},{""Review"":""For more than a dalliance there is the Cannibal, 113 East 29th Street; (212) 686-5480; thecannibalnyc.com. Christian Pappanicholas recently opened this narrow, rustic bar next to his Belgian restaurant, Resto. Takeout coolers and a shelf of growlers are a clue to a wondrous beer collection. The smart staff can help navigate the puckery Flemish oud bruins, the lusty Scottish barleywines, the edgy domestic I.P.A.’s.""}]","singlepage.com/blueprint","196 Fifth Avenue,
                             Park Slope North","718-622-6644","Blueprint Caesar, house plate (three meats, three cheeses), brandade, bruschetta.","American"
"Pranna","Pranna delivers some unimaginative entrees, though the restaurant's trademark assortment of satays are more impressive.","Read Review","http://www.nytimes.com/2008/12/03/dining/reviews/03brief-001.htm?rref=collection%2Fcollection%2Frestaurant-guide","[]","null","null","null","null","null"
"SakaMai","SakaMai is a Japanese restaurant filtered through an American consciousness, respectful of tradition but not bound by it.","Read Review","http://www.nytimes.com/2013/05/29/dining/reviews/hungry-city-sakamai-on-the-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Order skate at SakaMai, and what arrives is not a frond of delicate flesh but a stack of broken wings, still threaded with cartilage and lustrous as capiz shells. They are corrugated and chewy, having been dried like jerky and broiled until the edges are curled to ocher. In Japan, they would appear with mayonnaise, but here the dip is yogurt, silkier, its tang intensified by yuzu kosho, a swirl of lemon, salt and chile.""},{""Review"":""Order sea urchin and sturgeon caviar, and what arrives is a study in orange and black over loose scrambled eggs, framed by a sea-urchin shell still shaggy with spines. On the menu this is called, fancifully, Egg on Egg on Egg. (Would it be niggling to note that the part of the sea urchin involved is not the eggs, but the reproductive organs?)""}]","singlepage.com/sakamai","157 Ludlow Street ,
                             Lower East Side","646-590-0684","Egg on egg on egg; skate wing; chawan mushi; renkon chips; lobster croquette; tasmanian ocean trout & mushroom rice pot.","Japanese"
