name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
l'imprimerie,"1524 myrtle ave, ,",11237,bakery cafe,$$,04L,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
arrogant swine,"173 morgan ave, ,",11237,barbeque,$$,10B,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
the rookery,"425 troutman st, ,",11237,bars caribbean,$$,08A,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
taqueria santa fe,"214 stanhope st,",11237,mexican,$,10B,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
desi grill indian cuisine,"46 wyckoff ave, ,",11237,indian,$$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
burger it up,"146 knickerbocker ave, ,",11237,burgers american,$$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
your way cafe,"17 wilson ave,",11237,cafe,$,06C,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
la mesita restaurant,1513 myrtle ave,11237,mexican,$,02B,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
shinobi ramen,"53 morgan ave, ,",11237,japanese chinese,$$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
cholula deli grocery,"222 wyckoff avenue, ,",11237,mexican,$,04L,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
taqueria izucar,"1503 myrtle ave, ,",11237,mexican,$,08C,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
tepeyac maxican bistro,"191 knickerbocker ave, ,",11237,mexican,$,04N,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
new santana deli & restaurant,"187 irving ave, ,",11237,mexican,$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
the cobra club,"6 wyckoff ave, ,",11237,bars american,$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
barcey's coffee,"140 st nicholas ave, ,",11237,cafe american,$$,06A,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
pitanga,"207 starr st, ,",11237,bars cafe,$$,10B,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
greenstreets salads,"67 irving ave,",11237,,$,04L,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
d' montazo restaurant,"216 wyckoff ave, ,",11237,cuban american puerto rican spanish latin dominican,$$,02G,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
sazon's nunez,"96 wyckoff ave, ,",11237,cuban american puerto rican spanish latin dominican,$,02B,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
las lunitas,"195 stanhope st,",11237,cuban american puerto rican italian spanish latin dominican,$$,10F,Not Critical,Z,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
lee garden chinese restaurant,"121 wyckoff avenue, ,",11237,chinese,$,06C,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
pizza party,"254 irving ave, ,",11237,bars italian,$$,10H,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
sapore di italia,"245 harman st, ,",11237,italian,$$,06D,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
white castle,"1545 myrtle ave, ,",11237,burgers american,$,06D,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
alphaville,"140 wilson ave, ,",11237,bars american,$,06D,Critical,Z,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
agra heights,"226 wilson ave, ,",11237,indian,$$,08A,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
c.m. coffee shop,"340 stanhope st, ,",11237,cafe american,$,08C,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
creative crepe & coffee,"892 wyckoff ave,",11237,french american,$,10E,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
taqueria el fogon,"1050 flushing ave, ,",11237,mexican,$,06A,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
mally's deli & grocery,"199 knickerbocker ave, ,",11237,mexican,$,06D,Critical,Z,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
new hardee chinese restaurant,"130 wilson ave,",11237,chinese,$,06C,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
variety,"146 wyckoff ave, ,",11237,cafe,$,04L,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
china garden,133 irving ave,11237,chinese,$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
lee's restaurant,"1546 myrtle ave, ,",11237,chinese,$$,10I,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
leo's restaurant,207 knickerbocker ave,11237,mexican,$,10B,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
di mama pizza,"1520 myrtle ave, ,",11237,italian,$,09B,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
subway sandwiches,"1432 myrtle ave, ,",11237,,$,08A,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
new apolo restaurant,"1477 myrtle ave, ,",11237,spanish cuban chinese,$,06F,Critical,Z,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
mcdonald's,"428 knickerbocker ave, ,",11237,burgers american,$,06D,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
everyday chinese restaurant,"890 wyckoff ave, ,",11237,chinese,$,06C,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
restaurant el paisa,"324 suydam st, ,",11237,mexican,$,08C,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
francesco's restaurant,"186 knickerbocker ave, ,",11237,cuban chinese american puerto rican latin dominican,$,04N,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
a shen zhou restaurant,"159 wilson ave, ,",11237,chinese,$,08A,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
guadalajara de dia 1,"134 wyckoff ave, ,",11237,mexican,$,04L,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
palace fried chicken,285 wyckoff ave,11237,american,$,10E,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
little caesars,"300 wyckoff ave, ,",11237,italian,$,02G,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
viannely restaurant,250 wyckoff ave,11237,mexican spanish,$$,04M,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
el salvador restaurant,"1544 myrtle ave, ,",11237,spanish latin american,$,06F,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
sal's pizzeria,"119 wyckoff ave, ste 1,",11237,italian,$,02B,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
luen hop chinese kitchen,"469 irving ave, ,",11237,chinese,$,02B,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
kfc,1556 myrtle avenue,11237,,$$,04L,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
the three diamond door,"211 knickerbocker ave, ,",11237,bars american,$,06D,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
la fogata,"1549 gates ave, ,",11237,mexican bars,$$,06C,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
the starliner,"1446 myrtle avenue,",11237,bars american,$$,10F,Not Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
circo pastry shop,"312 knickerbocker ave, ,",11237,bakery,$$,06F,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
left hand path,"89 wyckoff ave, ,",11237,bars american,$$,06D,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
the johnson's,"369 troutman st, ,",11237,bars american,$,02B,Critical,B,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
dunkin donuts & baskin robbins,"1443 myrtle ave, ,",11237,cafe,$,04A,Critical,A,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
santa ana deli & grocery,"171 irving ave, ,",11237,mexican,$,06F,Critical,Z,40372,464500,56624,161.5,55478,Bushwick and Williamsburg,Brooklyn
olmsted,"659 vanderbilt ave,",11238,american,$$$,05B,Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
tin kettle,"611 vanderbilt ave, ,",11238,bars american,$$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
tygershark,"581 vanderbilt ave, ,",11238,korean seafood cafe,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
thom 689,"689 washington ave,",11238,thai,$$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
calaca,"139 putnam ave, ,",11238,mexican,$$,10B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
white tiger,"601 vanderbilt ave, ,",11238,korean bars,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
hart's restaurant,"506 franklin ave,",11238,american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
sunshine co.,"780 washington ave, ,",11238,bars american,$$,02G,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
faun,"606 vanderbilt ave,",11238,italian american,$$$,10H,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the finch,"212 greene ave, ,",11238,bars american,$$$,10F,Not Critical,P,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bar corvo,"791 washington ave, ,",11238,bars italian american,$$,04L,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
hill cafe,"17 putnam ave, ,",11238,bars french american,$$,10H,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the market,"372 lafayette ave, ,",11238,asian cafe american,$$,08A,Not Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
banh mi place,"824b washington ave 11238, between st johns pl & lincoln pl,",11238,vietnamese cambodian malaysia,$,09A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
chavela's,"736 franklin ave,",11238,mexican bars,$$,04N,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
dinghy,"504 franklin ave,",11238,mediterranean middle eastern,$$,02G,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bunsmith,"789 franklin ave,",11238,korean asian,$$,10H,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
look by plant love house,"622 washington ave, ,",11238,desserts thai,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
glady's,"788 franklin ave, ,",11238,caribbean,$$,04C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
cent'anni,"742 franklin ave, ,",11238,italian,$$,02G,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bkw by brooklyn winery,"747 franklin ave,",11238,bars american,$$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
lincoln station,"409 lincoln pl, ,",11238,american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
alice's arbor,"549 classon ave, ,",11238,american,$$,04N,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
barboncino,"781 franklin ave, ,",11238,bars italian,$$,04L,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
cheryl's global soul,"236 underhill ave,",11238,american,$$,08A,Not Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kimchi grill,"766 washington ave, ,",11238,mexican barbeque korean,$,06B,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
hops hill,"886 fulton st, ,",11238,bars,$$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the islands,"803 washington ave, ,",11238,caribbean,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the crabby shack,"613 franklin ave, ,",11238,seafood american,$$,10B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
taqueria de los muertos,"663 washington ave, ,",11238,mexican,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
chisai sushi bar,"569 lincoln pl,",11238,japanese,$$,10E,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
aita trattoria,"798a franklin ave, ,",11238,italian,$$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
silver rice,"638 park pl, ,",11238,bars japanese,$$,02G,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kinjo,"1 greene ave, ,",11238,bars korean japanese american,$$,04L,Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
mekelburg's,"293 grand ave,",11238,bars american,$$,02B,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
speedy romeo,"376 classon ave,",11238,seafood italian,$$,10H,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kitchen grill indian restaurant,"914a fulton st, ,",11238,vegan indian,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
belli osteria,"860 fulton st,",11238,italian burgers,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
btwxtd cafe,"609 vanderbilt ave,",11238,cafe,$,04N,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
taylormade jamaican eatery,393 classon ave,11238,caribbean,$,02B,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
daly pie,"665 vanderbilt ave,",11238,bakery american,$,04L,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
gran castillo de jagua restaurant,"355 flatbush ave, ,",11238,cuban american puerto rican latin dominican,$,09A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
citrico,"681 washington ave, ,",11238,mexican bars,$$,10A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
(library)  four & twenty blackbirds,"10 grand army plz, ,",11238,bakery cafe,$,10B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
nimbooda indian cuisine,"664 washington ave,",11238,vegan indian,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
little miss muffin n her stuffin,"768 washington ave, ,",11238,bakery caribbean trinidadian,$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
cafe forte,"619 st johns pl,",11238,american,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
lunitas,"1039 a fulton st, ,",11238,cafe american,$,06A,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
sahara ark,"887 fulton st,",11238,mediterranean middle eastern,$$,04M,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kelso bistro bar & restaurant,"648 franklin ave, ,",11238,caribbean spanish latin american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bedford hill,"343 franklin ave, ,",11238,bars cafe american,$$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
riverdel,"820 washington ave,",11238,vegan american,$$,10E,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
neptune diner ii,"699 classon ave, ,",11238,american,$$,08A,Not Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
masaki teriyaki & sushi,"11 putnam ave, ,",11238,bars japanese,$$,04K,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bombay masala,"678 franklin ave, ,",11238,vegan indian,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
natural blend,"769a washington ave, ,",11238,bars caribbean vegan cafe,$,06E,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
stocked,"635 vanderbilt ave,",11238,american,$$,09C,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
sit & wonder,"688 washington ave, ,",11238,cafe,$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
branded saloon,"603 vanderbilt ave, ,",11238,bars american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
eagle city tex mex chinese food,"914b fulton st, ,",11238,chinese,$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
dean street,"755 dean st, ,",11238,bars american,$$,02H,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
domo taco,"733 franklin ave, ,",11238,mexican asian,$,06E,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
mcdonald's,"840 atlantic ave, ,",11238,burgers american,$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
brooklyn wine yard,1114 fulton st,11238,bars american,$$,08A,Not Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
penny house cafe,"732 washington ave, ,",11238,cafe,$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
maya taqueria,"637 vanderbilt ave, ,",11238,mexican,$,04L,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
new vegetarian palate,"603 washington ave, ,",11238,vegan chinese,$$,10I,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
sweet basil,"709 franklin ave, ,",11238,thai,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
covenhoven,"730 classon ave,",11238,bars,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the norm,"brooklyn museum, 200 eastern pkwy, ground fl,",11238,american,$$,04N,Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
lazy ibis cafe,"663 franklin ave, ,",11238,cafe,$$,02B,Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
mac shack,"901 fulton st,",11238,american,$$,06A,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
xochitl taqueria,"1015 fulton st, ,",11238,mexican,$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
fulton thai restaurant,"848 fulton st, ,",11238,thai,$,02H,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
weather up,"589 vanderbilt ave, ,",11238,bars american,$$,04K,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
plan b,"626 vanderbilt ave, ,",11238,bars american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
konditori,"696 washington ave, ,",11238,cafe,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bagel pub,"775 franklin ave, ,",11238,cafe american,$,09A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
rosco's pizzeria,"685 franklin ave, ,",11238,italian,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
hong kong cafe chinese restaurant,"357 franklin ave, ,",11238,chinese,$,04M,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
primrose cafe,"147 greene ave,",11238,cafe,$$,04N,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
happy wok  chinese restaurant,"762 franklin ave, ,",11238,chinese,$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
95 south,"778 franklin ave, ,",11238,american,$$,10F,Not Critical,Z,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
el barrio burritos,"796 franklin ave, ,",11238,mexican vegan,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kitten espresso bar,"320 franklin ave,",11238,bakery cafe,$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the 3 luigis,"275 grand ave, ,",11238,italian,$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
j's wong,"717 franklin ave, ,",11238,chinese,$,10I,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
nice pizza,"340 franklin ave, ,",11238,italian,$$,02B,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
the pink tea cup,"120 lafayette ave, ,",11238,bars,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
eve's lounge,"769 washington ave,",11238,bars bangladeshi american,$$,10J,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
island cz cafe,"743 franklin ave, ,",11238,bars caribbean,$$,02G,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
chance 11,895 fulton st,11238,american,$$,04L,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
lion's den,"557 classon ave,",11238,caribbean,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
l. a. burrito,"43 underhill ave, ,",11238,mexican,$,10B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
kami asian restaurant,"385 flatbush ave, ,",11238,bars asian japanese,$$,08C,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
crown fried chicken,"963 fulton st, ,",11238,,$,02G,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
burger urway,"465 lincoln pl, ,",11238,burgers american,$,08B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
sushi tatsu ii,"609 franklin ave, ,",11238,japanese thai,$$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
doris,"1088 fulton st, ,",11238,bars american,$$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bar sepia,"234 underhill ave,",11238,bars american,$$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
tooker alley,"793 washington ave, ,",11238,bars american,$$,10H,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
gino's cucina & brick oven pizza,"723 washington ave, ,",11238,italian,$,02B,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
urban vintage,"294 grand ave, ,",11238,cafe american,$$,08A,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
bed-stuy fish fry,"940 fulton st, ,",11238,seafood american,$$,02B,Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
new no 1 chinese restaurant,"770 washington ave, ,",11238,chinese,$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
pns soul food,"344 franklin ave, ,",11238,,$,08A,Not Critical,B,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
el paso mexican grill,"387 flatbush ave,",11238,mexican american,$,10F,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
subway,"375 flatbush ave, ,",11238,,$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
yummy taco,"774 washington ave, ,",11238,mexican,$,08B,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
olde brooklyn bagel shoppe,"645 vanderbilt ave, ,",11238,cafe american,$,06C,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
ample hills creamery,"623 vanderbilt ave,",11238,desserts,$$,06D,Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
wing wagon,"351 flatbush ave, ,",11238,american,$$,08C,Not Critical,A,65315,656800,46936,159.4,51895,Central Brooklyn,Brooklyn
smashburger,528 gateway dr,11239,burgers american,$$,02G,Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
outback steakhouse,"355 gateway dr, ,",11239,american,$$,08A,Not Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
fusion east,"1179 elton st, ,",11239,caribbean,$$,06C,Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
pizza studio,"528 gateway dr, e1,",11239,italian,$,09C,Not Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
applebee's,"448 gateway dr, ,",11239,bars burgers american,$$,10F,Not Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
red lobster,"455 gateway drive, ,",11239,seafood american,$$,04H,Critical,C,,,,,,Canarsie and Flatlands,Brooklyn
boston market,"1340 pennsylvania ave, ,",11239,american,$$,02B,Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
dunkin' donuts,1358 pennsylvania ave,11239,cafe,$$,10E,Not Critical,A,,,,,,Canarsie and Flatlands,Brooklyn
the coop,"133-42 39th ave, ste 103,",11354,korean,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
naked crab,"39-16 college point blvd,",11354,seafood,$$,10H,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
union sushi,"3630 union st,",11354,bars japanese,$$,06E,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
daily waffle,"3408 union st, ,",11354,desserts cafe american,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
shanghai you garden,"135-33 40th rd, ,",11354,chinese,$$,10E,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
iki modern japanese cuisine,"hyatt place hotel, 133-42 39th ave,",11354,bars japanese,$$$,06D,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
steam kung fu,"137-38 northern blvd,",11354,seafood chinese,$$,04A,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
taipei hong,"136-55 roosevelt ave, unit d,",11354,taiwanese chinese,$,06D,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
kang ho dong baek jeong,"152-12 northern blvd,",11354,korean barbeque,$$$,08C,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
szechuan flavor,"135-53 northern blvd, fl 1",11354,chinese,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
gayaha,"136-93 37th ave, fl 2",11354,korean asian chinese bars,$$,09C,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
new york dak kal bi,"149-06 northern blvd,",11354,korean,$$,06E,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
