name,address,zipcode,cuisine,price,rating,review_count
tacolandia,"7704 roosevelt ave, ,",11372,mexican,$,2.5,9
aqui en bella puebla,"94-11 roosevelt ave, ,",11372,mexican,$$,4.5,10
buenos aires bakery,"9009 roosevelt ave, ,",11372,bakeries latin american argentine,$$,4.0,13
hamro bhim's cafe,"7410 37th rd, ,",11372,himalayan/nepalese,$,3.5,21
ihop,7301 northern blvd,11372,breakfast & brunch american (traditional),$$,2.5,96
famiglia pizzeria,"74-20 roosevelt ave, ,",11372,italian pizza,$,3.0,22
gourmet sweets & restaurant,"72-08 broadway, ,",11372,pakistani indian,$$,3.5,37
pico de gallo,"8212 roosevelt ave, ,",11372,mexican,$$,3.0,15
la abundancia,"8826 37th ave, ,",11372,colombian,$,2.5,4
martiniello's pizzeria,"9506 roosevelt ave, ,",11372,pizza italian,$,4.0,4
el puerto de acapulco bar & restaurant,"9316 a 37th ave, ,",11372,mexican bars seafood,$$,3.5,7
a&g himalayan fresh food,"73rd st & roosevelt ave, ,",11372,himalayan/nepalese,$,4.0,10
little caesars,"86-10 roosevelt ave,",11372,pizza,$,3.5,16
la gata golosa bakery & restaurant,"89-1 37th ave, ,",11372,bakeries colombian,$,3.0,23
burger king,"3707 82nd st, ,",11372,burgers,$,2.5,10
los tres potrillos,"82-11 roosevelt ave, ,",11372,mexican breakfast & brunch,$$,2.0,17
sun hing chinese restaurant,"8914 northern boulevard, ,",11372,chinese,$,4.0,7
mcdonald's,"37-59 82nd st, ,",11372,burgers fast food,$,2.5,6
churro cart,"roosevelt ave & 81st st, ,",11372,desserts latin american food stands,$,3.5,3
gianni's pizza,"8113 northern blvd, ,",11372,pizza,$,3.0,70
pizza don pizza,"7504 roosevelt ave, ,",11372,pizza,$,3.0,7
la casa del pollo peruano,"94-09 roosevelt ave, ,",11372,latin american peruvian,$$,3.0,14
east star,"80-24 northern blvd., ,",11372,chinese,$,2.5,9
pollos a la brasa don alex,"84-10 37th ave, ,",11372,specialty food latin american peruvian,$$,3.0,17
tawa tandoor,"37-56 74th st, ,",11372,indian buffets,$$,2.5,125
panaderia coatzingo,"76-11 roosevelt ave, ,",11372,bakeries mexican,$,3.0,5
juju's bagels cafe,"35-62 76th st, ,",11372,bagels coffee & tea,$,4.5,106
la gata golosa,"89-01 37 ave, ,",11372,latin american bakeries,$,1.5,6
kennedy fried chicken and pizza,"3461 junction blvd, ,",11372,pizza,$$,2.0,1
pizza boy,"7404 37th ave, ,",11372,pizza,$,3.0,27
double rainbow of woodside bakery,"7318 broadway, ,",11372,bakeries coffee & tea,$,4.0,46
la cabana argentina restaurant,"95-51 roosevelt ave, ,",11372,steakhouses latin american,$$,3.5,2
burger king,"6815 northern blvd, ,",11372,fast food burgers,$$$$,2.5,10
kfc,"8715 northern blvd, ,",11372,fast food chicken wings,$,2.0,11
khan baba restaurant,"7415 roosevelt ave, ,",11372,chinese indian buffets pakistani,$$,2.5,2
pollos el paisa,"8317 northern blvd, ,",11372,colombian,$$,3.5,2
ming star chinese restaurant,"8914 northern blvd, ,",11372,chinese,$$,3.5,9
premium sweets & restaurant,"37-14 73rd st, ,",11372,bangladeshi indian,$,3.0,23
la ruana paisa,"9203 37th ave, ,",11372,latin american,$$,2.5,17
pollos a la brasa don alex,"9504 37th avenue, ,",11372,latin american,$$,2.5,18
lucky star chinese restaurant,"34-52 junction blvd, ,",11372,chinese,$,3.0,3
india sari palace,"3707 74th st, ,",11372,traditional clothing,$$,4.0,32
khaabar baari restaurant,"3722 73rd street, ,",11372,indian bangladeshi,$$,2.5,13
seba-seba bakery,"8303 northern blvd, ,",11372,bakeries,$,3.5,34
tamales y elote cart,"roosevelt ave & 74 st, ,",11372,street vendors,$,5.0,7
andyboy mexican restaurant,"94 23 37th ave queens, ,",11372,mexican,$$,3.0,1
la montana bakery,"33-08 90th street, ,",11372,bakeries latin american,$,4.5,3
pecoshitas,"80-03 roosevelt ave, ,",11372,coffee & tea bakeries,$,3.5,19
golden crust pizza & grill,"90-23 37th ave, ,",11372,pizza,$,3.0,6
original mama's empanadas,"76-17 roosevelt ave, ,",11372,empanadas,$,4.0,87
la boina roja,"8018 37th ave, ,",11372,meat shops,$$,2.5,4
joju,"83-25 broadway, ,",11373,vietnamese asian fusion,$,4.5,1116
taste good malaysian cuisine,"82-18 45th ave, ,",11373,malaysian,$,4.0,501
icook buffet,"81-17 broadway, ,",11373,barbeque hot pot buffets,$$,4.0,83
lao bei fang dumpling house,"8305 broadway, ,",11373,chinese noodles,$,4.0,425
uncle zhou,"83-29 broadway, ,",11373,chinese noodles,$,4.0,181
eim khao mun kai elmhurst,"81-32 broadway, ,",11373,thai hainan,$,4.0,165
dek sen,"8608 whitney ave, ,",11373,desserts thai,$$,4.0,53
joju bowl,"83-25 broadway, lower level",11373,vietnamese asian fusion,$$,4.5,27
taiwanese gourmet,"8402 broadway, ,",11373,taiwanese,$$,3.5,218
ayada thai,"7708 woodside ave, ,",11373,thai,$$,4.0,746
pulau pinang,"82-84 broadway, ,",11373,malaysian,$$,4.0,77
shun wang restaurant,"81-25 broadway, ,",11373,chinese,$,3.5,103
nunoodle,"89-10 queens blvd,",11373,noodles,$,4.0,73
little house cafe,"90-19 corona ave, ,",11373,asian fusion coffee & tea bakeries,$,4.0,16
panda cafè,"8331 broadway, ,",11373,bubble tea soup taiwanese,$,4.0,149
boon chu thai place,"83-18 broadway, ,",11373,thai,$,3.5,177
wong kwong hop,"85-27 grand ave, ,",11373,chinese,$,4.5,38
areperia arepa lady,"77-02a roosevelt ave, ,",11373,colombian,$,4.5,277
chao thai restaurant,"8503 whitney ave, ,",11373,thai,$$,4.0,302
hua rong chinese restaurant,"8323 broadway, ,",11373,chinese,$,4.0,16
coco south east asian cuisine,"8269 broadway, ,",11373,thai malaysian,$$,3.0,170
la fusta restaurant,"80-32 baxter ave, ,",11373,argentine american (new) seafood,$$,4.0,191
potato corner,"90-15 queens blvd, ,",11373,fast food specialty food chicken wings,$,4.5,12
sky cafe,"8620 whitney ave, ,",11373,indonesian,$,4.0,54
juquila mexican cuisine,"40-12 83rd st, ,",11373,mexican,$,4.0,64
pata cafe,"5614 van horn st,",11373,bubble tea cafes,$,5.0,8
jose fish market,"81-04 roosevelt ave, ,",11373,seafood seafood markets,$,4.5,43
five loaves and two fishes 五餅二魚,"82-72 broadway, ,",11373,dim sum barbeque sushi bars,$,3.0,26
tommy thai,"85-32 grand ave,",11373,thai,$$,4.0,99
fruits & waffles,"8120 broadway, ,",11373,juice bars & smoothies waffles creperies,$,4.5,24
patacon pisao,"85-22 grand ave, ,",11373,venezuelan sandwiches food trucks,$,4.0,245
khao kang,"7620 woodside ave, ,",11373,thai,$,4.0,134
alex's spot,"90-18 corona ave, ,",11373,colombian,$$,4.5,7
the cheesecake factory,"90-15 queens blvd, space 1073",11373,desserts american (traditional),$$,3.0,163
pho bac,"8278 broadway,",11373,vietnamese,$,3.0,269
shake shack,"90-15 queens blvd, space 1069,",11373,burgers fast food,$$,4.0,127
elmhurst deli & juice bar,80-03 broadway,11373,juice bars & smoothies mexican sandwiches,$,3.5,11
chick-fil-a at queens center mall,9015 queens blvd,11373,fast food salad sandwiches,$$,4.0,26
china pearl restaurant,"8222 45th ave, ,",11373,chinese seafood,$$,3.5,86
nusara thai kitchen,"8280 broadway, ,",11373,thai,$$,4.0,188
happy stony noodle,"83-47 dongan ave, ,",11373,taiwanese noodles,$,3.5,38
chinese food cart,"51st ave and broadway, ,",11373,food stands chinese,$,4.0,84
hae woon dae,"7532 broadway, ,",11373,korean soup seafood,$$,3.5,119
bocboc chicken delicious,"90-15 queens blvd, ,",11373,chicken wings,$,4.0,59
sweet yummy house,"83-13 broadway, ,",11373,chinese,$$,3.5,51
sushi island,"87-18 queens blvd, ,",11373,sushi bars japanese thai,$$,3.5,247
chicken fest,"40-36 82nd st, ,",11373,chicken wings sandwiches,$,4.0,9
joe's crab shack,"92-50 59th ave, ,",11373,seafood,$$,2.5,261
la esquina criolla,"9467 corona ave, ,",11373,argentine,$$,4.0,98
spicy shallot,"77-01 woodside ave, ,",11373,thai japanese,$$,3.5,407
wasabi point,"76-18 woodside ave, ,",11373,japanese asian fusion himalayan/nepalese,$$,4.0,43
prontito,"40 25 forley st, ,",11373,juice bars & smoothies burgers,$,4.5,30
kababish,"70-64 broadway, ,",11373,indian pakistani,$,4.0,95
el gauchito,"9460 corona ave, ,",11373,argentine steakhouses meat shops,$$,4.0,124
new broadway seafood restaurant,"83-17 broadway, ,",11373,dim sum cantonese,$$,2.5,78
longhorn steakhouse,92-30 59th ave,11373,steakhouses american (traditional) barbeque,$$,3.0,205
rice-n-tea,"77-00 queens blvd, ,",11373,cantonese,$,3.0,4
tangra masala,"87-09 grand ave, ,",11373,chinese indian,$$,3.5,242
chinger,"83-02 broadway, ,",11373,chinese burgers,$,3.0,44
louie's pizza,"81-34 baxter ave, ,",11373,italian pizza,$,4.5,273
chopstick,"9128 corona ave, ,",11373,asian fusion,$$,3.0,50
asian kitchen,"8543 grand ave, ,",11373,chinese,$,4.5,4
summer,"85-36 grand ave,",11373,vietnamese bubble tea sandwiches,$,4.0,7
shell cove bbq shabu shabu noodle,"8302 broadway, ,",11373,hot pot noodles,$$,3.5,138
mi otra casa restaurant,"9106 43rd ave, ,",11373,mexican,$$,5.0,5
sabay thai restaurant,"75-19 broadway, ,",11373,thai,$$,4.0,92
sariling atin,"89-12 queens blvd, ,",11373,filipino grocery,$,4.0,45
genesis,"7804 woodside ave, ,",11373,mexican,$,4.0,31
tropic pollo,"90-59 coroina ave, ,",11373,colombian,$$,3.5,24
nour's halal 2 go,"corner of baxter ave & judge st, ,",11373,halal food stands,$,4.5,5
chung ki wa restaurant,"4006 74th st, ,",11373,korean,$$,3.5,121
gino's pizzeria,"8635 broadway, ,",11373,pizza,$,4.0,120
elmhurst famous pizza,"8307 broadway, ,",11373,pizza,$,3.0,92
la abundancia,"75-02 roosevelt ave, ,",11373,bakeries colombian,$,2.5,42
asian taste 86,"8610 whitney ave, ,",11373,asian fusion,$$,3.5,38
ping's,"8302 queens blvd, ,",11373,dim sum,$$,3.0,176
coffee stop - la parada obligada,"7408 grand ave,",11373,venezuelan coffee & tea breakfast & brunch,$,3.5,7
tomo japanese cafe,"89-14 queens blvd, ,",11373,sushi bars,$$,3.0,300
upi jaya,"76-04 woodside ave, ,",11373,indonesian halal,$$,3.5,136
john's pizzeria,"85-02 grand ave, ,",11373,pizza,$,3.0,54
olive garden italian restaurant,"92-10 59th avenue, ,",11373,italian salad wine bars,$$,2.5,233
georgia diner,"86-55 queens blvd, ,",11373,diners breakfast & brunch,$$,3.0,511
8 paet rio,"81-10 broadway, ,",11373,thai,$$,3.5,60
white castle,"89-03 57th ave,",11373,fast food burgers,$,3.5,63
popeyes,"4010 82nd st, ,",11373,fast food chicken wings,$,2.5,22
thai thai grocery store,"7613 woodside ave, ,",11373,thai imported food,$,4.0,16
boca junior restaurant,"8108 queens blvd, ,",11373,argentine,$$,3.0,115
sabor latino restaurant,"9535 40th rd, ,",11373,latin american dance clubs karaoke,$$,4.0,59
mcdonald's,"8003 queens blvd, ,",11373,burgers fast food,$,1.5,60
ploy thai,"8140 broadway, ,",11373,thai,$,3.5,95
broadway snacks,"8610 justice avenue, ,",11373,breakfast & brunch,$,3.0,8
rio de la plata bakery shop,"9465 corona ave, ,",11373,bakeries argentine,$,4.0,31
upaya's restaurant,"40-08 hampton st, ,",11373,salad seafood colombian,$$,4.5,6
tia julia taco truck,"roosevelt ave & benham st, ,",11373,mexican food stands,$,4.5,15
el picosito,"8277 broadway, ,",11373,mexican food stands,$,4.0,16
yummy & health cafe,"83-31 broadway, ,",11373,cantonese cafes,$,3.5,3
freedom dove,"9053 corona ave, ,",11373,chinese,$,3.0,17
mini picanteria el guayaquileno,"9454 corona ave, ,",11373,latin american,$$,3.0,3
my uncle's steakhouse,"89-08 queens blvd,",11373,latin american steakhouses,$$,3.0,21
fabulous nevada diner,"80-26 queens blvd, ,",11373,diners,$$,3.0,106
sarku japan,"queens center mall, 90-15 queens blvd,",11373,japanese fast food,$,3.5,40
el coyote dormilon,"37-60 92nd st, ,",11373,mexican street vendors,$,4.5,3
he lin restaurant,"83-11 broadway, ,",11373,chinese,$$,2.5,14
elmhurst avenue + broadway dumpling shack,"elmhurst ave and broadway, ,",11373,food stands,$,3.5,6
silver spoon diner,"5821 junction blvd, ,",11373,american (traditional),$,3.0,44
mcdonald's,"90-15 queens blvd, ,",11373,fast food burgers,$$,2.0,11
mr zheng's kitchen,"5615 junction blvd, ,",11373,chinese,$,4.0,5
chinese food cart,", ,",11373,chinese food trucks,$,3.5,16
au bon pain,7901 broadway,11373,bakeries cafes,$,3.0,10
kido sushi,"90-15 queens blvd, ,",11373,sushi bars conveyor belt sushi,$$,3.0,68
tulcingo restaurant & panaderia,"40-11 82nd st, ,",11373,mexican bakeries,$,3.5,9
noodle house,"90-15 queens blvd, queens center mall",11373,chinese noodles,$,3.0,20
red lobster,"88-01 queens blvd, ,",11373,seafood american (traditional),$$,2.5,238
m2n cafeteria,"40-12 82 st, ,",11373,buffets,$,4.5,2
charley's grilled subs,"90-15 queens blvd, ,",11373,sandwiches,$$,2.5,22
taste of china,"8026 baxter avenue, ,",11373,chinese,$,3.5,5
woodside deli & grocery,7702 woodside ave,11373,delis sandwiches,$,1.0,1
grandstand,"8535 grand ave, ,",11373,pubs irish,$$,3.5,32
popeye's,"105 queens blvd, ,",11373,fast food,$,4.0,4
ruyi seafood restaurant,"83-34 broadway, ,",11373,seafood,$,3.5,10
kfc,"9015 queens blvd, fc2, queens city mall,",11373,fast food chicken wings,$,3.5,12
que sabor,"84-60 grand ave, ,",11373,bakeries latin american,$,2.5,23
chubby burger chicken & pizza,"56-17 junction blvd, ,",11373,pizza,$,2.0,32
aroma de cafe,"81-02 broadway, ,",11373,bakeries latin american,$,3.5,17
quickly,"8306 broadway, ,",11373,coffee & tea taiwanese,$,3.5,114
sabor colombiano,"86-16 queens blvd, ,",11373,spanish,$$,3.0,23
pata paplean bar,"76-21 woodside ave, ,",11373,bars,$$,4.0,41
rice-n-tea restaurant,", ,",11373,fast food,$,2.0,7
outback steakhouse,"8801 queens blvd, ,",11373,steakhouses,$$,2.5,172
applebee's,"9015 queens blvd, ,",11373,american (traditional) sports bars burgers,$$,2.5,72
winners bar,"8267 broadway, ,",11373,bars,$,3.5,16
sarita's bakery,"9412 corona ave, ,",11373,bakeries cafeteria,$,2.0,7
woodside kitchen,"7610 woodside ave, ,",11373,chinese american (new),$,2.5,14
vallecito bakery,"40-06 benham st, ,",11373,bakeries latin american,$,4.0,7
fu fan chinese restaurant,"8505 whitney ave, ,",11373,chinese,$,3.0,9
m to n buffet,"40-12 82nd st, ,",11373,buffets coffee & tea ice cream & frozen yogurt,$,3.5,3
toltecamila taqueria,"92-10 corona avenue, ,",11373,mexican,$,4.5,4
popeyes,"8930 queens blvd, ,",11373,fast food seafood desserts,$,2.5,59
wafels & dinges,", ,",11373,food trucks waffles,$$,4.5,2
pizza bella,"8130 broadway, ,",11373,pizza,$,4.0,16
pique y pase 'pepin',"95-40 roosevelt ave, ,",11373,latin american food trucks,$,3.5,4
esmeralda's restaurant,"9016 corona ave, ,",11373,latin american,$,4.0,5
chipotle mexican grill,"90-15 queens blvd, ,",11373,fast food mexican,$$,2.0,40
mei wai kitchen,"8253 broadway, ,",11373,restaurants,$,2.5,4
scorpion,"75-16 roosevelt ave, ,",11373,spanish,$,3.0,3
mcdonald's,"91-19 queens blvd, ,",11373,fast food burgers,$,2.0,24
sabor colombiano,"86-16 queens blvd,",11373,colombian,$$,3.0,8
ming king chinese restaurant,"8616 whitney ave, ,",11373,chinese,$,2.0,1
taqueria coatzingo,"40-18 82nd st, ,",11373,mexican,$,3.5,24
andy shish kabob,"8400-8594 whitney ave, ,",11373,food stands chinese,$,4.5,2
big easy cajun,"queens center lower level parking p2, 90-15 queens blvd,",11373,southern cajun/creole,$,3.0,7
panda express,"90-15 queens blvd, 90-15 queens blvd,",11373,fast food chinese,$,3.0,21
donde sea!,"94-66b corona ave,",11373,fast food latin american peruvian,$$,3.0,2
du bois pastry,"8408 broadway, ste a,",11373,bakeries,$$,4.5,120
las americas bakery 82 street,"4030 82nd st, ,",11373,bakeries,$,4.0,31
sabor equatorianos,"95-40 roosevelt ave, ,",11373,street vendors latin american,$,3.0,1
mcdonald's,"82nd st, ,",11373,burgers fast food,$,1.0,2
randy's ice cream,"83-18 broadway, ,",11373,ice cream & frozen yogurt,$,4.5,21
lili chinese restaurants,"8306 grand avenue, ,",11373,chinese,$,3.0,7
nutripan bakery & restaurant,"5609 junction blvd, ,",11373,bakeries colombian,$,3.0,10
marias deli grocery,"7417 woodside ave, ,",11373,grocery delis,$,2.0,2
ming's chinese kitchen,"56-15 junction blvd, ,",11373,chinese,$,3.5,19
mcdonald's,"9505 57th ave, ,",11373,burgers fast food,$,1.5,13
quesadilla cart,"baxter ave and 82nd st, ,",11373,mexican,$,4.0,3
yeung wah ii,"8543 grand ave, ,",11373,chinese,$,2.0,6
queens center halal carts,"queens center, 59th ave & queens blvd,",11373,halal food stands,$,3.5,5
subway,"80-05 broadway, ,",11373,fast food sandwiches,$,4.0,2
sbarro,"9015 queens blvd, ,",11373,italian pizza,$$,2.5,12
toltecamila taqueria deli ii restaurant,"9210 corona avenue, ,",11373,restaurants,$,3.5,2
sugar club,"8118 broadway, ,",11373,grocery bakeries,$,4.5,113
papa john's pizza,"9035 corona ave, ,",11373,pizza,$$,1.5,18
12 corazones bar & restaurant,"86-22 roosevelt ave, ,",11373,latin american,$$,3.0,4
el canelazo restaurante ecuatoriano,"8004 roosevelt ave, ,",11373,latin american,$$,2.5,5
queens center,"90-15 queens blvd, ,",11373,shopping centers,$$,3.0,304
halal nyc food,"83-1-83-99 45th ave, ,",11373,halal street vendors,$,3.0,2
subway,"74-22 broadway, ,",11373,sandwiches fast food,$$,2.5,3
bappy sweet,"8507 whitney ave, ,",11373,desserts bangladeshi imported food,$,4.0,4
cafe sagre,"80-05 broadway, ,",11373,cafes,$,3.0,2
mira cali iii,"80-28 baxter ave, ,",11373,american (new) bakeries,$,4.5,4
domino's pizza,"9045 corona ave, ,",11373,pizza chicken wings sandwiches,$$,2.0,44
new taste restaurant,"9462 corona ave, ,",11373,chinese,$,3.0,9
el tipico dominicano restaurant,"10702 corona ave, ,",11373,american (new) dominican,$$,3.0,4
subway,"86-51 broadway, ,",11373,sandwiches fast food,$,2.0,13
guayaco's,"81-42 baxter ave, ,",11373,latin american,$$,3.5,3
subway,"74-22 broadway,",11373,fast food sandwiches,$,1.5,8
melody beauty salon,"8522 grand ave, ,",11373,hair salons,$,4.5,50
blvd pizzeria,"8904 queens blvd, ,",11373,pizza salad burgers,$,2.5,15
casa rivera grocery,"4017 82nd st, ,",11373,grocery,$,3.5,5
mario's pizzeria & cafe,"8109 41st ave, ,",11373,pizza italian sandwiches,$,2.5,14
chatime,"81-21 broadway, ,",11373,bubble tea,$,4.0,46
vivi bubble tea,"83-28 broadway, ,",11373,bubble tea,$,3.5,62
blacksea fish & grill,"95-36 queens blvd, ,",11374,mediterranean turkish seafood,$$,4.0,247
marani,"9726 63rd rd, ,",11374,mediterranean kosher russian,$$,4.5,117
maca peruvian restaurant,"62-12 woodhaven blvd, ,",11374,peruvian,$$,4.0,57
grand sichuan ny ii,"98-108 queens blvd, ,",11374,szechuan,$$,4.0,148
nur thai,"63-32 woodhaven blvd, ,",11374,thai halal chinese,$$,4.0,253
pollos a la brasa don alex,"97-05 64th ave, ,",11374,peruvian,$$,3.5,82
taste of samarkand,"62-16 woodhaven blvd,",11374,uzbek kosher,$$,4.5,19
rego pita,"9712 queens boulevard,",11374,sandwiches,$$,4.0,42
barosa,"62-29 woodhaven blvd, ,",11374,italian seafood pizza,$$,4.0,228
chidori,"9709 64th ave, ,",11374,japanese sushi bars asian fusion,$$,4.0,47
cheburechnaya,"9209 63rd dr, ste a,",11374,kosher russian uzbek,$$,4.0,170
green zenphony,"95-26 queens blvd, ,",11374,vegetarian chinese vegan,$$,4.5,43
diner bar,"97-45 queens blvd, ,",11374,diners,$$,4.0,78
guo guo seafood hot pot & sushi,"9525 queens blvd,",11374,hot pot,$$,3.5,29
london lennie's,"6388 woodhaven blvd, ,",11374,seafood,$$$,3.5,403
ben's best,"96-40 queens blvd, ,",11374,delis kosher sandwiches,$$,4.0,301
lobster house all you can eat seafood,"95-25 queens blvd,",11374,buffets seafood,$$,2.5,220
bridie's bar and grill,"63-28 woodhaven blvd, ,",11374,pubs american (traditional) burgers,$$,4.0,51
enfes mediterranean grill,"62-8 woodhaven blvd,",11374,mediterranean,$,4.0,13
exotic sushi bars,"9110 63rd dr, ,",11374,sushi bars,$$,4.0,12
tandoori food & bakery,"9904 63rd rd, ,",11374,bakeries uzbek,$$,4.0,48
thai pochana,"63-55 wetherole st, ,",11374,thai,$,3.5,40
pollos cuzco restaurant,"98-102 queens blvd, ,",11374,peruvian,$$,3.5,86
pollos mario,"6320 woodhaven blvd, ,",11374,seafood steakhouses latin american,$$,3.5,123
sveta's house,"92-60 queens blvd, ,",11374,russian modern european,$$,4.5,22
parceros bakery,"63-54 woodhaven blvd, ,",11374,bakeries colombian,$,4.5,40
bamboo ya,"97-11 queens blvd, ,",11374,japanese sushi bars tapas/small plates,$$,3.5,164
tandoor restaurant,"95-24 queens blvd, ,",11374,indian,$$,3.5,171
miller's ale house - rego park,"61-35 junction blvd, ,",11374,sports bars american (new) seafood,$$,3.0,328
dallas bbq,"61-35 junction blvd, ,",11374,barbeque,$$,3.0,339
tropix bar & lounge,"9532 queens blvd, ,",11374,lounges american (traditional),$$,3.5,168
gyro grill,"63-02 woodhaven blvd, ,",11374,greek mediterranean,$$,3.5,122
sake sushi,"95-34 queens blvd, ,",11374,japanese sushi bars,$$,3.5,214
emerald restaurant,"97-04 queens blvd, ,",11374,seafood russian,$$$,4.0,19
rego bagels,"9508 63rd dr, ,",11374,delis bagels coffee & tea,$,4.0,69
tasty & co,"94-19 63rd dr, ,",11374,bakeries chinese coffee & tea,$,3.5,50
asia,"63104 woodhaven blvd, ,",11374,chinese,$,4.0,22
woodhaven house,"63-98 woodhaven blvd, ,",11374,pubs irish american (traditional),$$,3.5,100
rego park deli & pastry,"97-34 63rd rd, ,",11374,delis american (traditional) bakeries,$,4.5,22
bellerose famous pizza,"99-10 63rd rd,",11374,pizza,$,3.5,3
tower diner,"9895 queens blvd, ,",11374,diners,$$,3.5,167
samarkand,"98-98 queens blvd, ,",11374,kosher middle eastern,$$,2.5,5
mr tong's,"9720 queens blvd, ,",11374,chinese,$$,3.0,70
mado japanese restaurant,"9516a queens blvd, ,",11374,japanese sushi bars,$$,3.5,64
sushi 33,"6356 booth st, ,",11374,sushi bars,$,3.5,88
ganey orly,"65-37 99th st, ,",11374,kosher middle eastern,$$,4.5,12
rokhat kosher bakery,"65-43 austin st, ,",11374,kosher bakeries,$,3.5,15
adam's bagel and deli,6356 woodhaven blvd,11374,bagels delis,$,3.5,28
rego park cafe,"94-14 63rd dr, ,",11374,diners,$,3.0,52
knish nosh,"98-104 queens blvd, ,",11374,kosher,$$,3.5,17
dominick's hot dog truck,"rego park, woodhaven blvd and 67th ave,",11374,hot dogs,$,4.5,28
shalimar diner,"6368 austin st, ,",11374,diners american (traditional),$$,3.0,100
panera bread,"61-35 junction blvd, ,",11374,sandwiches salad soup,$$,3.5,110
avellino ristorante & pizzeria,"97-03 64th ave, ,",11374,pizza,$$,3.5,56
vstrecha glatt kosher,"98-98 queens blvd, ,",11374,russian kosher,$$,4.5,8
morning glory bakery,"93-05a 63rd dr, ,",11374,cafes bakeries,$,3.5,15
u yuri fergana restauraunt,"94-09 63rd dr, ,",11374,kosher comfort food,$,3.0,9
east meets west,"6507 woodhaven blvd, ste 2,",11374,chinese,$,2.5,51
stephen cafe/ deli,"6125 woodhaven blvd, ,",11374,breakfast & brunch delis,$$$,3.5,11
rego garden restaurant,9303 63rd dr,11374,chinese,$,3.5,26
barista verace pizza & cafe,"92-44 queens blvd, ,",11374,pizza cafes,$$,3.5,13
new lian fu ying chinese restaurant,"97-09 queens blvd, ,",11374,chinese,$,2.5,16
spring garden,"6224 woodhaven blvd, ,",11374,chinese fast food,$,4.0,4
fresh soft tacos,"9403a 63rd dr, ,",11374,mexican,$,3.0,41
planet wings,"95-05 63 dr, ,",11374,chicken wings fast food,$,2.5,82
aaron's kosher gourmet emporium & prime meats,"63-06 woodhaven blvd, ,",11374,meat shops kosher caterers,$$,4.0,13
bella roza glatt kosher restaurant,"6352 booth st, ,",11374,kosher bakeries uzbek,$,3.5,3
domino's pizza,"9528 queens blvd, ,",11374,pizza chicken wings sandwiches,$$,2.0,33
ariels cafe,"9717 queens blvd, ,",11374,coffee & tea cafes,$,3.0,14
subway,"9558 queens blvd, ,",11374,fast food sandwiches,$,2.5,9
rego center,"61-35 junction blvd, ,",11374,department stores,$$,3.5,47
subway,"61-01 junction blvd, ,",11374,sandwiches fast food,$,3.5,2
j & d pizza,"9853 63rd rd, ,",11374,pizza italian,$$,3.0,63
ottos deli,"6318 woodhaven blvd, ,",11374,delis,$,4.0,2
east king,"9021 63rd dr, ,",11374,asian fusion chinese,$$,2.0,16
gourmet cafe,"9721 queens blvd, ,",11374,pizza,$,3.0,1
burger king,"92-85 queens blvd, ,",11374,fast food burgers,$,2.5,35
pizza hut,"9608 queens blvd, ,",11374,pizza italian chicken wings,$$,2.0,35
cafe bora bora,9708 queens blvd,11374,breakfast & brunch,$$,3.0,11
j & c chinese restaurant,"9718 63rd rd, ,",11374,chinese,$,2.5,6
alexandria's pizza,"92-44 queens blvd, ,",11374,pizza italian,$,3.0,13
wendy's,"90-13 metropolitan ave, ,",11374,fast food burgers,$,2.5,47
netcost market,"97-10 queens blvd, ,",11374,grocery fruits & veggies,$$,2.5,69
haven deli,"6228 woodhaven blvd, ,",11374,delis,$,5.0,1
cubanita restaurant,"7234 austin st, ,",11374,latin american,$,3.0,1
rego seafood supermarket,"9317 63rd dr, ,",11374,grocery seafood markets,$,4.5,12
costco,"61-35 junction blvd, ,",11374,wholesale stores,$$,3.5,106
starbucks,"92-77 queens blvd, ,",11374,coffee & tea,$$,4.0,21
sense of space,"64-71 alderton pl,",11374,interior design home decor,$$,5.0,4
trader joe's,"9030 metropolitan ave, ,",11374,"grocery beer, wine & spirits",$$,4.0,383
michaels,"9030 metropolitan ave, ,",11374,arts & crafts knitting supplies hobby shops,$$,2.5,62
massage envy - forest hills,"89-44 metropolitan ave, ,",11374,massage,$$,3.0,14
mito japanese asian fusion,"64-18 108th st,",11375,japanese asian fusion,$$,4.5,53
forest hills station house,"106-11 71st ave, ,",11375,gastropubs cocktail bars beer bar,$$,4.0,718
cabana,"107-10 70th rd, ,",11375,latin american cuban,$$,4.0,617
jack & nellie's,"108-25 ascan ave,",11375,american (new) wine bars breakfast & brunch,$$,4.0,460
roast n co,"100-12 queens blvd,",11375,cafes sandwiches salad,$,4.5,104
matiz  latin cuisine,"11072 queens blvd, ,",11375,latin american desserts,$$,4.0,148
tazzina,"102-15 metropoltan ave, ,",11375,american (new) italian,$$$,4.0,226
shogun hibachi,"111-16 queens blvd,",11375,japanese sushi bars,$$,4.5,61
rove,"72-27 austin st, ,",11375,american (traditional) gastropubs beer bar,$$,3.5,92
the grill,"107-12 70th rd,",11375,mediterranean greek,$$,4.0,227
katsuno,"103-01 metropolitan ave, ,",11375,japanese sushi bars,$$$,4.0,135
dirty pierre's,"13 station sq, , the other place",11375,bars breakfast & brunch sandwiches,$$,4.0,321
nick's bistro,"104-20 metropolitan ave,",11375,greek falafel seafood,$$,4.5,289
